7.085,10.936,17.114,22.785,24.114,20.622,20.662,17.146,7.913,4.178,3.985,5.119
7.393,10.836,15.869,20.903,22.732,19.725,20.124,16.826,7.479,3.583,3.429,4.493
6.377,10.480,16.637,22.596,22.683,19.677,20.037,16.739,8.379,3.696,3.158,4.336
6.565,10.059,15.023,20.868,22.103,19.361,20.294,18.144,10.353,4.545,3.973,4.819
6.619,10.528,15.466,20.688,22.094,19.508,20.685,19.907,8.736,4.424,3.800,4.888
7.100,10.908,16.572,21.731,22.554,19.562,20.260,18.155,8.117,4.206,4.017,5.530
6.994,10.630,16.803,21.866,23.799,19.898,20.046,16.068,7.257,4.081,3.606,4.429
6.379,9.872,16.090,21.117,22.143,19.406,21.963,19.936,9.926,5.609,4.169,4.897
6.843,10.671,15.613,20.954,22.390,19.499,20.403,18.612,8.717,4.242,3.568,4.626
6.473,11.021,17.444,22.716,22.493,19.436,20.369,18.359,10.160,4.732,3.825,5.324
7.258,11.841,17.375,22.766,23.080,19.710,20.106,16.395,9.121,4.424,3.657,4.636
6.692,11.121,16.935,22.441,22.712,19.587,20.197,17.525,16.020,6.379,4.507,4.993
6.492,9.780,16.518,22.351,22.221,19.541,21.621,17.004,7.814,3.705,3.260,4.256
6.231,10.056,15.100,21.152,22.172,19.355,20.936,18.995,10.097,4.547,3.851,5.214
7.125,10.706,16.218,22.161,22.497,19.560,21.776,22.662,12.154,5.716,4.191,4.642
6.592,9.980,15.654,22.061,22.372,19.689,20.297,18.119,8.715,4.356,3.452,4.363
6.487,10.137,15.360,21.426,22.454,19.523,20.310,22.409,12.728,5.330,4.143,4.948
6.474,10.459,16.484,21.468,22.537,19.479,20.098,16.416,9.676,5.225,3.989,4.828
6.649,9.839,15.296,20.512,21.997,19.365,20.290,18.801,9.203,4.667,4.161,4.776
6.558,10.245,15.150,20.486,21.915,19.477,21.826,21.782,10.735,5.010,4.158,4.722
6.510,10.329,15.587,20.745,22.057,19.824,22.286,19.810,9.236,4.481,3.944,4.665
6.442,10.402,15.529,20.624,22.067,19.541,20.114,17.320,9.531,4.476,3.789,4.707
6.836,10.612,15.785,21.007,22.503,19.462,20.099,16.885,8.917,4.778,4.089,4.849
6.688,11.099,15.383,20.713,22.237,19.457,20.139,17.372,8.613,5.383,4.394,4.929
6.945,11.151,15.317,20.999,22.200,19.414,20.099,16.385,7.842,4.008,3.735,4.831
6.251,9.993,15.446,20.506,21.890,19.371,21.466,22.095,11.622,5.308,4.768,5.985
7.023,10.323,16.620,21.280,22.210,19.615,20.605,17.654,9.205,4.603,4.225,4.787
6.511,10.607,15.076,20.792,22.037,19.616,21.148,20.161,9.566,4.937,4.168,4.980
6.296,11.116,16.315,22.563,22.554,19.531,19.929,16.130,7.548,3.772,3.445,4.541
6.871,10.438,14.999,20.438,22.335,20.022,20.655,20.515,9.510,4.582,3.796,4.771
