5.134,7.600,11.611,14.787,14.286,9.917,8.460,7.277,3.722,2.481,2.799,3.781
5.442,7.500,10.366,12.905,12.904,9.020,7.922,6.957,3.288,1.886,2.243,3.155
4.426,7.144,11.134,14.598,12.855,8.972,7.835,6.870,4.188,1.999,1.972,2.998
4.614,6.723,9.520,12.870,12.275,8.656,8.092,8.275,6.162,2.848,2.787,3.481
4.668,7.192,9.963,12.690,12.266,8.803,8.483,10.038,4.545,2.727,2.614,3.550
5.149,7.572,11.069,13.733,12.726,8.857,8.058,8.286,3.926,2.509,2.831,4.192
5.043,7.294,11.300,13.868,13.971,9.193,7.844,6.199,3.066,2.384,2.420,3.091
4.428,6.536,10.587,13.119,12.315,8.701,9.761,10.067,5.735,3.912,2.983,3.559
4.892,7.335,10.110,12.956,12.562,8.794,8.201,8.743,4.526,2.545,2.382,3.288
4.522,7.685,11.941,14.718,12.665,8.731,8.167,8.490,5.969,3.035,2.639,3.986
5.307,8.505,11.872,14.768,13.252,9.005,7.904,6.526,4.930,2.727,2.471,3.298
4.741,7.785,11.432,14.443,12.884,8.882,7.995,7.656,11.829,4.682,3.321,3.655
4.541,6.444,11.015,14.353,12.393,8.836,9.419,7.135,3.623,2.008,2.074,2.918
4.280,6.720,9.597,13.154,12.344,8.650,8.734,9.126,5.906,2.850,2.665,3.876
5.174,7.370,10.715,14.163,12.669,8.855,9.574,12.793,7.963,4.019,3.005,3.304
4.641,6.644,10.151,14.063,12.544,8.984,8.095,8.250,4.524,2.659,2.266,3.025
4.536,6.801,9.857,13.428,12.626,8.818,8.108,12.540,8.537,3.633,2.957,3.610
4.523,7.123,10.981,13.470,12.709,8.774,7.896,6.547,5.485,3.528,2.803,3.490
4.698,6.503,9.793,12.514,12.169,8.660,8.088,8.932,5.012,2.970,2.975,3.438
4.607,6.909,9.647,12.488,12.087,8.772,9.624,11.913,6.544,3.313,2.972,3.384
4.559,6.993,10.084,12.747,12.229,9.119,10.084,9.941,5.045,2.784,2.758,3.327
4.491,7.066,10.026,12.626,12.239,8.836,7.912,7.451,5.340,2.779,2.603,3.369
4.885,7.276,10.282,13.009,12.675,8.757,7.897,7.016,4.726,3.081,2.903,3.511
4.737,7.763,9.880,12.715,12.409,8.752,7.937,7.503,4.422,3.686,3.208,3.591
4.994,7.815,9.814,13.001,12.372,8.709,7.897,6.516,3.651,2.311,2.549,3.493
4.300,6.657,9.943,12.508,12.062,8.666,9.264,12.226,7.431,3.611,3.582,4.647
5.072,6.987,11.117,13.282,12.382,8.910,8.403,7.785,5.014,2.906,3.039,3.449
4.560,7.271,9.573,12.794,12.209,8.911,8.946,10.292,5.375,3.240,2.982,3.642
4.345,7.780,10.812,14.565,12.726,8.826,7.727,6.261,3.357,2.075,2.259,3.203
4.920,7.102,9.496,12.440,12.507,9.317,8.453,10.646,5.319,2.885,2.610,3.433
