scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_Wheat_withdrawal,cluster_Rice_withdrawal_MiscAll_withdrawals,cluster_SugarCrop_withdrawal_Wheat_withdrawal
ssp_socio3_ag1_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00903586,37.2387,0.01707775,4.35088,5.701692111000001,0.01157839,5.66797,0.01743979,0.001404101,0.00329983,1,2,2,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_exp_hadgem_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00872572,36.9023,0.01752979,4.41654,5.869219227000001,0.00958011,5.8314,0.02191624,0.001891157,0.00443172,1,2,2,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00846546,35.5828,0.01625366,4.14221,5.401896854000001,0.01118,5.36953,0.01668395,0.001338234,0.00316467,1,2,3,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_exp_ipsl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00852987,36.4486,0.01739693,4.391290000000001,5.76494554,0.00952642,5.7273,0.02183926,0.00188109,0.00439877,1,2,3,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_exp_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00922518,37.8686,0.01748898,4.41685,5.860195835,0.01170184,5.82602,0.01766757,0.001433905,0.00337252,1,2,4,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_exp_miroc_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00880501,37.1039,0.01765961,4.43921,5.955154938000001,0.00957389,5.9173,0.0219424,0.0018910679999999,0.00444758,1,2,4,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_exp_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00907904,37.7177,0.01731752,4.39184,5.803316720000001,0.01185581,5.76891,0.01773177,0.00144312,0.00337602,1,2,5,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_exp_noresm_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00869568,36.907,0.01756327,4.43026,5.890941773,0.00966325,5.85282,0.02207675,0.001909603,0.00447217,1,2,5,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0089754999999999,37.0804,0.01720901,4.23108,5.747265196,0.01142193,5.71419,0.01703831,0.001373156,0.0032418,1,1,1,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_rs_gfdl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00885769,36.95520000000001,0.01784024,4.48636,6.053141528,0.00961434,6.01549,0.02174673,0.001865748,0.00442471,1,1,1,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00912514,37.4527,0.01753835,4.37856,5.850870633,0.01161889,5.81714,0.01740833,0.0013986629999999,0.00330475,1,1,2,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_rs_hadgem_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00889562,36.9485,0.01796775,4.49301,6.079358861000002,0.00967546,6.0413700000000015,0.02196833,0.001883151,0.00446192,1,1,2,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00852018,35.851,0.01646652,4.186389999999999,5.555023951000001,0.01106159,5.5228,0.01667647,0.001331031,0.00315486,1,1,3,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_rs_ipsl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00864765,36.6902,0.01750767,4.4550800000000015,5.966063902999999,0.00946349,5.92862,0.02172812,0.001864983,0.00438731,1,1,3,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_rs_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00927224,38.1066,0.01777182,4.44972,5.983208020000001,0.01163291,5.9491700000000005,0.0176164,0.00142453,0.00336418,1,1,4,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_rs_miroc_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00897782,37.1906,0.01802368,4.54115,6.155532041000001,0.00963924,6.11758,0.02195952,0.001880121,0.00447316,1,1,4,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_rs_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00918816,37.8736,0.01782326,4.44453,6.016999404,0.01186301,5.98257,0.01774171,0.0014388839999999,0.0033858,1,1,5,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwlo_rs_noresm_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.0089130499999999,36.9084,0.01802432,4.502619999999999,6.158024277999999,0.00975345,6.11972,0.02213193,0.0019055279999999,0.00451337,1,1,5,2,1,1,3,4,0,3,0,6,1,2,3
ssp_socio3_ag1_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00889699,36.8035,0.01686713,4.23908,5.576565500000001,0.01144711,5.5433400000000015,0.01714987,0.00138162,0.0032469,2,2,1,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_exp_gfdl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00866307,36.8479,0.0175509,4.4107,5.833670975,0.00956075,5.79599,0.02182315,0.001883425,0.00441365,2,2,1,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00903168,37.2237,0.0170659599999999,4.35336,5.664285612000002,0.0115874,5.6305200000000015,0.01747057,0.001407052,0.00330059,2,2,2,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_exp_hadgem_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00869885,36.8873,0.01754292,4.41855,5.8584136430000004,0.00958204,5.8205800000000005,0.0219259,0.0018925729999999,0.00443313,2,2,2,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0084441699999999,35.5753,0.01627784,4.15922,5.362289287999999,0.01116108,5.32987,0.0167510799999999,0.0013413479999999,0.00316578,2,2,3,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_exp_ipsl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00848222,36.42610000000001,0.01741601,4.3946900000000015,5.750085871,0.00954275,5.71241,0.02184994,0.001883341,0.00439984,2,2,3,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_exp_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00917553,37.8459,0.01747354,4.41606,5.837291175,0.01171724,5.8030800000000005,0.01768537,0.001435245,0.00337332,2,2,4,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_exp_miroc_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00872948,37.0589,0.01768303,4.44445,5.928832455,0.00958069,5.89093,0.02197755,0.001895075,0.00444914,2,2,4,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_exp_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00904028,37.6955,0.01732926,4.42379,5.712112468,0.01185782,5.6776,0.01782825,0.0014478479999999,0.00337855,2,2,5,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_exp_noresm_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00861792,36.8753,0.01759725,4.43504,5.87174588,0.00967631,5.83359,0.02209183,0.00191302,0.00447472,2,2,5,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00889862,37.0292,0.01706469,4.280469999999999,5.685296138000001,0.01139716,5.6522000000000014,0.01709421,0.0013713479999999,0.00323342,2,1,1,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_rs_gfdl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00867886,37.0263,0.0176458899999999,4.486619999999999,5.962202866999999,0.00951175,5.924659999999999,0.0217622,0.001867087,0.00440183,2,1,1,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00901918,37.43,0.01721367,4.40716,5.76653852,0.01152898,5.7329,0.01743055,0.00139502,0.00328397,2,1,2,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_rs_hadgem_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00877849,36.9327,0.01783981,4.491230000000001,6.01728103,0.00965342,5.97931,0.0219831999999999,0.00188404,0.00445037,2,1,2,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00845418,35.8087,0.01644303,4.19273,5.51223795,0.0110737,5.47998,0.01669786,0.00133181,0.00315458,2,1,3,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_rs_ipsl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00850646,36.6297,0.017501,4.45849,5.925946185999999,0.00947899,5.88846,0.02175254,0.001866226,0.00438843,2,1,3,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_rs_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00918747,38.0639,0.01770516,4.44304,5.9278907400000005,0.01163625,5.8938500000000005,0.01762115,0.00142487,0.00335847,2,1,4,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_rs_miroc_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00874684,37.2562,0.0177798599999999,4.53023,6.05016385,0.00954083,6.0124,0.02190569,0.00187717,0.00444016,2,1,4,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_rs_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00905641,37.8506,0.01757794,4.4386600000000005,5.909774292000001,0.01179754,5.875400000000001,0.01776834,0.001437882,0.00337053,2,1,5,1,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag1_gwmed_rs_noresm_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00863929,36.9574,0.01771151,4.48855,6.033053851000001,0.00964267,5.99497,0.02206549,0.001901441,0.00447425,2,1,5,2,1,1,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0106724,36.799,0.0160579699999999,3.856970000000001,5.435390309,0.01157593,5.40146,0.01769459,0.0013374189999999,0.00332237,3,2,1,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01003219,37.34337,0.01699301,4.212210000000002,5.909674857999999,0.00982406,5.87151,0.02193592,0.0017862879999999,0.00461859,3,2,1,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01080312,37.0914,0.01616171,3.94112,5.500984805999999,0.01168299,5.46665,0.01793796,0.001354256,0.0033595999999999,3,2,2,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01009167,37.3654,0.0169824199999999,4.22525,5.92395368,0.00989537,5.8855900000000005,0.02202973,0.00179744,0.00464114,3,2,2,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01023083,35.7946,0.01558615,3.80372,5.2499919550000005,0.01133653,5.21673,0.01736604,0.001305235,0.00325415,3,2,3,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00986271,37.01668,0.01690656,4.20829,5.8307664290000005,0.00986008,5.79254,0.0219617,0.001791769,0.00461288,3,2,3,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01092561,37.5699,0.01650154,3.96844,5.669454557000001,0.01173681,5.63475,0.01817317,0.001374657,0.00341992,3,2,4,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01010022,37.5272,0.01711021,4.2428300000000005,5.999159151,0.00988632,5.960780000000001,0.02204671,0.001795741,0.00465038,3,2,4,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01083814,37.4644,0.01634534,3.97678,5.520053379,0.01191972,5.4851,0.01821883,0.001386769,0.00342806,3,2,5,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01002018,37.34312,0.01702411,4.2407900000000005,5.898665675,0.00998423,5.85998,0.0222039999999999,0.001814755,0.00468269,3,2,5,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01065982,37.0036,0.01620206,3.90156,5.564642886999999,0.01147519,5.530869999999999,0.01766022,0.001325727,0.00331175,3,1,1,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01004631,37.52303,0.01705703,4.27796,6.039831657,0.00981279,6.00178,0.02185975,0.001771647,0.00460747,3,1,1,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01077702,37.2864,0.01623972,3.98576,5.616056928999998,0.0115997999999999,5.581849999999998,0.01791948,0.0013419789999999,0.00334567,3,1,2,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01008662,37.52114,0.01701036,4.26916,6.036848235,0.00984305,5.99863,0.0219736,0.001780705,0.00462088,3,1,2,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01021642,36.0143,0.01567576,3.83587,5.415540073999999,0.01124581,5.38246,0.01729706,0.0012942239999999,0.00324298,3,1,3,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_rs_ipsl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00986751,37.17502,0.01695261,4.25737,6.0136537169999995,0.00976568,5.97565,0.0218652,0.001773377,0.00459946,3,1,3,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_rs_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.010905,37.7637,0.01664091,4.03005,5.763582338,0.01168641,5.72905,0.01807301,0.001364688,0.00340823,3,1,4,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_rs_miroc_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01010666,37.70345,0.01717351,4.31304,6.124342145999999,0.00983208,6.086119999999999,0.02197264,0.0017781059999999,0.00463932,3,1,4,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_rs_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01080533,37.5937,0.01645619,4.01649,5.723956723000001,0.01194413,5.68905,0.01816475,0.0013742029999999,0.00342364,3,1,5,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwhi_rs_noresm_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01003176,37.42699,0.0170866699999999,4.28105,6.097497584999999,0.00992965,6.058949999999999,0.02214285,0.001800875,0.00467421,3,1,5,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01069755,36.8111,0.01601149,3.85048,5.527357294,0.01163136,5.4935,0.01757196,0.001330304,0.00332367,1,2,1,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01011824,37.40054,0.01696514,4.20865,5.939575468000001,0.00984004,5.90146,0.02187623,0.001782468,0.00461673,1,2,1,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01080501,37.0994,0.01616117,3.94343,5.587944257,0.01167255,5.55366,0.01790207,0.001349227,0.00336041,1,2,2,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01013383,37.40878,0.01696678,4.2188,5.954349043,0.00987946,5.91606,0.02198262,0.0017923129999999,0.00463465,1,2,2,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01027743,35.8126,0.01556576,3.79697,5.3523252580000005,0.01132996,5.31914,0.01730119,0.001299908,0.0032542,1,2,3,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00993562,37.05528,0.01687724,4.20336,5.861112103,0.00984149,5.82294,0.0219317999999999,0.001787863,0.00461095,1,2,3,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01100313,37.6039,0.01650275,3.9678,5.72895805,0.01174349,5.69434,0.0180828,0.00137138,0.00342038,1,2,4,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01020262,37.58790000000001,0.01707673,4.23338,6.0388180689999995,0.00986178,6.000539999999999,0.02198103,0.001788869,0.00464639,1,2,4,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01091589,37.4799,0.0163314499999999,3.96228,5.668301477000001,0.0118618,5.6334800000000005,0.01815482,0.001379507,0.00342535,1,2,5,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01012142,37.39464,0.01697557,4.22919,5.971608628000001,0.00994729,5.93306,0.02212233,0.0018064379999999,0.00467257,1,2,5,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01075603,37.0467,0.01627058,3.89517,5.6717688509999995,0.01149982,5.63805,0.01757621,0.001323191,0.00331963,1,1,1,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_rs_gfdl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.0102547,37.54433,0.0172012,4.27755,6.1458403330000015,0.00985415,6.107760000000002,0.02183334,0.0017676329999999,0.00462521,1,1,1,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01088611,37.2971,0.0165365,3.97289,5.745718478000001,0.01170361,5.7114400000000005,0.0178634599999999,0.001343268,0.00336814,1,1,2,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01028133,37.50941,0.01728151,4.27773,6.162144071999999,0.00995156,6.123819999999999,0.02194405,0.001778612,0.00464985,1,1,2,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01034336,36.0802,0.01570315,3.82645,5.515073316,0.01121512,5.48206,0.01725848,0.001292236,0.00324748,1,1,3,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_rs_ipsl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01006079,37.272290000000005,0.01690743,4.25208,6.07218306,0.00975978,6.03428,0.0217773,0.00176842,0.00459756,1,1,3,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_rs_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01102595,37.8326,0.01674735,3.98726,5.858962110000001,0.0117404,5.824540000000002,0.01790819,0.00136147,0.00341205,1,1,4,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_rs_miroc_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01036006,37.71665,0.01732203,4.314769999999999,6.235552761999999,0.00988795,6.197279999999999,0.02195061,0.001774962,0.00465924,1,1,4,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_rs_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01101287,37.6125,0.01672788,4.00558,5.888615853999999,0.01187837,5.85379,0.01813452,0.001374154,0.00343881,1,1,5,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwlo_rs_noresm_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01031763,37.44399,0.01730385,4.28,6.230870520999999,0.01000485,6.19228,0.02209158,0.001796321,0.00469777,1,1,5,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01066533,36.8018,0.01605721,3.8387,5.494123724,0.01158922,5.46025,0.01762575,0.001334104,0.00332465,2,2,1,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01003628,37.35413,0.0169941399999999,4.21159,5.9151072760000005,0.00985347,5.87696,0.02188968,0.001785706,0.00461842,2,2,1,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01079878,37.0948,0.01616825,3.92797,5.561319657,0.01169027,5.527,0.01791671,0.001351157,0.00336152,2,2,2,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.01009148,37.38296,0.01698757,4.2230300000000005,5.939496425000001,0.00988802,5.9011700000000005,0.02200554,0.001794965,0.0046378999999999,2,2,2,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01023527,35.8021,0.01559337,3.79997,5.3123902649999994,0.01131937,5.27917,0.01734253,0.001302625,0.00325574,2,2,3,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.00988248,37.03085,0.01690117,4.20706,5.844218563,0.00985098,5.80601,0.02195419,0.0017907329999999,0.00461266,2,2,3,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01092132,37.5638,0.01649938,3.98244,5.694499812999999,0.01175698,5.65987,0.01807832,0.001373563,0.00342095,2,2,4,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.0101091,37.53563,0.01710754,4.2412,6.005874699,0.00988451,5.96751,0.02203537,0.001794649,0.00465017,2,2,4,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01083979,37.4603,0.01635103,3.97457,5.582833552,0.01188883,5.54792,0.01821241,0.0013833119999999,0.0034289999999999,2,2,5,1,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_uct,2100,Southeast Asia,water_td_irr_Mekong_W,0.0100291,37.35844,0.0170144,4.23719,5.945566102,0.00998144,5.90693,0.02216544,0.001811532,0.00467769,2,2,5,2,1,5,3,4,0,3,0,6,1,4,3
ssp_socio3_ag5_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01066055,37.0076,0.01620861,3.8977,5.604179688,0.01149192,5.57043,0.01761852,0.001324748,0.0033145,2,1,1,1,1,5,3,4,0,3,0,6,1,4,3
