scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,PalmFruit_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.293022e-05,1.248448,0.0329389,0.6743411123999999,0.00411215,0.657043,0.01282019,0.00023864,0.00048127,0.0001271324,3,2,2,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.3233e-05,1.30099,0.0343264,0.6950573954999999,0.00430875,0.676966,0.01340124,0.000248446,0.000502424,0.0001329595,3,2,3,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.264556e-05,1.222823,0.0321171,0.6761841554,0.00399648,0.659237,0.01259146,0.000233922,0.00046989,0.0001252934,3,2,4,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.257103e-05,1.222107,0.0322087,0.6562013935000001,0.00406591,0.63915,0.01262352,0.00023627,0.000470172,0.0001256935,3,2,5,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.339046e-05,1.309636,0.0342453,0.7151708349000001,0.0042448,0.697279,0.01327064,0.000244765,0.000482677,0.0001316299,3,1,1,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.295353e-05,1.26132,0.0334501,0.6901566497,0.00410216,0.6728230000000001,0.01286689,0.00023744,0.000480122,0.0001271597,3,1,2,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.333363e-05,1.321833,0.0349287,0.721855394,0.00431495,0.703685,0.01347317,0.000248552,0.0005016269999999,0.000133722,3,1,3,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwhi_rs_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.261894e-05,1.229848,0.0325752,0.6830282933999998,0.00397931,0.6661889999999999,0.01250297,0.000232261,0.000464835,0.0001247524,3,1,4,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwhi_rs_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.24612e-05,1.221165,0.0323525,0.6750756085999998,0.0040553199999999,0.658133,0.01252993,0.000232485,0.000471343,0.0001248736,3,1,5,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.320674e-05,1.281243,0.0332294,0.6980954426,0.00423095,0.6805100000000001,0.01298349,0.000241142,0.000485491,0.0001298606,1,2,1,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.289262e-05,1.245388,0.0328438,0.6807266834000001,0.00409656,0.663518,0.01274833,0.000237067,0.00047966,0.0001267264,1,2,2,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.327568e-05,1.30077,0.0342139,0.7052097311,0.0043022,0.6872,0.01332757,0.000247199,0.000500919,0.0001327620999999,1,2,3,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.270609e-05,1.22217,0.0320554,0.6817337860999999,0.00399254,0.664872,0.0125114,0.000232753,0.00046888,0.0001250930999999,1,2,4,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.2723139999999998e-05,1.229324,0.0322468,0.6748626735000001,0.00406743,0.6577970000000001,0.01263568,0.000236362,0.000468902,0.0001262015,1,2,5,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.3525479999999998e-05,1.313703,0.0342238,0.7271961228,0.00426072,0.7093419999999999,0.01321673,0.0002446,0.000480735,0.0001320728,1,1,1,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.314547e-05,1.268169,0.0334890999999999,0.7065925111,0.00415915,0.689191,0.01287488,0.000238919,0.000477776,0.0001285621,1,1,2,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.353683e-05,1.328723,0.0349325,0.7342889144,0.00431654,0.71612,0.01346901,0.000249119,0.000497825,0.0001342454,1,1,3,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwlo_rs_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.278271e-05,1.235712,0.0323034,0.6940444262,0.00400824,0.677265,0.01241387,0.000232155,0.000465493,0.0001251612,1,1,4,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwlo_rs_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.2963419999999998e-05,1.247272,0.0329267,0.7059762609,0.0041166,0.688743,0.0127509,0.000237775,0.000466738,0.0001279859,1,1,5,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.327628e-05,1.290304,0.0333964,0.7003825457999999,0.00424752,0.6826369999999999,0.01312308,0.000244007,0.000485029,0.0001309388,2,2,1,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.292127e-05,1.248428,0.0328158,0.6804499611999999,0.00411379,0.6631729999999999,0.01279797,0.000238054,0.000481475,0.0001271472,2,2,2,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.325422e-05,1.302876,0.0343256999999999,0.7028945995999999,0.00430718,0.6848129999999999,0.01339294,0.000248329,0.000501527,0.0001331506,2,2,3,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.257466e-05,1.2167629999999998,0.0320664,0.6755525234000002,0.00398378,0.658746,0.01246566,0.00023238,0.000468909,0.0001247034,2,2,4,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.261163e-05,1.225807,0.0322843,0.664619398,0.00406774,0.647536,0.01265307,0.000236496,0.000469382,0.000126092,2,2,5,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.3371440000000003e-05,1.308222,0.0341567,0.7180386303,0.00424529,0.7002010000000001,0.01321663,0.000244184,0.000482114,0.0001315263,2,1,1,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.303746e-05,1.267947,0.0334704,0.6972479264000001,0.00412162,0.6798390000000001,0.01292047,0.000238928,0.000478744,0.0001279084,2,1,2,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.334798e-05,1.322279,0.0349369,0.7267584646,0.00431463,0.708608,0.0134535,0.000248502,0.000500169,0.0001338326,2,1,3,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwmed_rs_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.263656e-05,1.231207,0.0325933,0.6862607462000001,0.00398065,0.6694220000000001,0.01250086,0.000232313,0.000464475,0.0001249232,2,1,4,1,1,5,3,1,0,5,1
ssp_socio3_ag5_gwmed_rs_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,1.271042e-05,1.240713,0.0328346,0.6909724317,0.00407924,0.673801,0.01272824,0.000237044,0.00046778,0.0001269077,2,1,5,1,1,5,3,1,0,5,1
