scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_Wheat_withdrawal,cluster_Rice_withdrawal_MiscAll_withdrawals,cluster_SugarCrop_withdrawal_Wheat_withdrawal,cluster_SugarCrop_withdrawal_MiscAll_withdrawals
ssp_socio3_ag1_gwlo_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.983418,66.8238,150.3014,79.0929,64.12989,1.12636,41.6995,16.087229999999998,3.61384,1.60296,1,2,2,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwlo_exp_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.28525,61.4449,142.2518,68.3931,55.128214,1.056615,34.2075,15.47916,3.05999,1.324949,1,2,3,1,1,1,3,6,4,0,6,7,7,3,6,4
ssp_socio3_ag1_gwlo_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.951285,66.87140000000001,151.0946,79.6794,64.130611,1.135253,41.5086,16.23572,3.64036,1.610678,1,2,3,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwlo_exp_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.37636,61.7302,144.4907,68.8399,55.976991,1.043734,35.0354,15.47047,3.09448,1.332907,1,2,4,1,1,1,3,6,4,0,6,7,7,3,6,4
ssp_socio3_ag1_gwlo_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.014456,67.24,151.5676,79.5623,64.80784300000002,1.126443,42.33190000000001,16.12246,3.61629,1.61075,1,2,4,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwlo_exp_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.24395,60.0103,139.6489,66.8103,54.392806,1.032401,33.8621,15.15717,3.03872,1.302415,1,2,5,1,1,1,3,6,4,0,6,7,7,3,6,4
ssp_socio3_ag1_gwlo_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.948972,66.3139,149.40820000000005,78.7242,63.976804,1.126943,41.5269,16.092660000000002,3.62384,1.606461,1,2,5,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwlo_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.998754,66.5526,142.3737,76.8255,62.041334000000006,1.129181,40.5778,15.19052,3.53837,1.605463,1,1,1,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwlo_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.015806,66.6491,144.341,77.2838,62.73522200000001,1.13895,41.0024,15.401140000000002,3.5741499999999995,1.618582,1,1,2,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwlo_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.978695,67.28699999999999,143.7236,78.2086,63.007059999999996,1.132615,41.1033,15.55533,3.60015,1.615665,1,1,3,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwlo_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.049572,67.2106,144.1481,77.9921,63.087881,1.137404,41.3908,15.35829,3.57381,1.627577,1,1,4,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwlo_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.991346,65.9683,142.2091,76.34790000000002,62.531662999999995,1.138465,40.8895,15.29234,3.5860800000000004,1.625278,1,1,5,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwmed_exp_gfdl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.21538,59.289,137.7412,65.30250000000001,53.00985899999999,1.009277,32.9424,14.84461,2.9453400000000003,1.268232,2,2,1,1,1,1,3,6,4,0,6,7,7,3,6,4
ssp_socio3_ag1_gwmed_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.952624,66.508,150.05169999999995,78.7365,63.588825,1.11972,41.303,15.98392,3.5897,1.592485,2,2,1,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwmed_exp_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.30519,60.6333,140.88420000000005,67.791,54.49247799999999,1.032795,33.8338,15.28717,3.03543,1.303283,2,2,2,1,1,1,3,6,4,0,6,7,7,3,6,4
ssp_socio3_ag1_gwmed_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.973358,66.7941,150.40800000000004,79.1262,64.061064,1.1266470000000002,41.6235,16.091459999999998,3.61625,1.603207,2,2,2,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwmed_exp_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.28112,61.4792,142.5688,68.7202,54.979961,1.055532,33.9757,15.55253,3.06988,1.3263189999999998,2,2,3,1,1,1,3,6,4,0,6,7,7,3,6,4
ssp_socio3_ag1_gwmed_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.932505,66.80930000000001,151.21529999999996,79.71600000000001,64.01693699999998,1.136869,41.3916,16.23488,3.64335,1.6102379999999998,2,2,3,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwmed_exp_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.35576,61.6343,144.2263,68.76050000000001,55.80452100000001,1.044123,34.862700000000004,15.4714,3.09436,1.3319379999999998,2,2,4,1,1,1,3,6,4,0,6,7,7,3,6,4
ssp_socio3_ag1_gwmed_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.985759,67.1425,151.72299999999998,79.6375,64.63871999999999,1.127244,42.14,16.138669999999998,3.62256,1.6102459999999998,2,2,4,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwmed_exp_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.2341,60.0095,139.8089,67.3352,53.97256899999999,1.033095,33.3364,15.248069999999998,3.05094,1.304064,2,2,5,1,1,1,3,6,4,0,6,7,7,3,6,4
ssp_socio3_ag1_gwmed_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.919769,66.2387,149.65699999999995,78.7878,63.841629999999995,1.128281,41.3841,16.09364,3.62909,1.606519,2,2,5,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwmed_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.940465,66.8587,141.0342,77.0343,61.559671,1.1214540000000002,40.0692,15.22306,3.54746,1.5984969999999998,2,1,1,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwmed_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.9765300000000003,66.7008,143.5417,77.3933,62.42746,1.138098,40.6619,15.43368,3.57901,1.614772,2,1,2,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwmed_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.925485,67.16120000000001,143.7631,78.2983,62.769614999999995,1.134401,40.8489,15.57122,3.6003800000000004,1.6147140000000002,2,1,3,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwmed_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.975261,67.5529,142.6728,78.1107,62.54066400000001,1.130248,40.8423,15.370910000000002,3.5786800000000003,1.618526,2,1,4,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag1_gwmed_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,2.903623,66.2949,140.2711,76.4554,61.88145399999999,1.130255,40.2392,15.3074,3.59016,1.614439,2,1,5,2,1,1,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.4173440000000004,66.0137,143.3379,73.74549999999998,63.451167,1.104191,40.7363,16.501730000000002,3.4124,1.696546,3,2,1,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.442594,66.1673,143.4384,74.09740000000002,63.75136799999999,1.114684,40.9175,16.57594,3.43715,1.7060939999999998,3,2,2,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.3945670000000003,66.20400000000001,144.2081,74.5378,63.657529,1.1220709999999998,40.6817,16.6827,3.4595300000000004,1.7115280000000002,3,2,3,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.448193,66.50280000000001,144.6557,74.4628,64.32548100000001,1.114471,41.4605,16.60331,3.43602,1.71118,3,2,4,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.3926860000000003,65.6691,142.7788,73.8546,63.335861,1.116662,40.4605,16.60022,3.4481300000000004,1.710349,3,2,5,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.406244,66.291,135.7468,72.3479,61.855239,1.107922,39.8454,15.830570000000002,3.3713,1.700047,3,1,1,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.429294,66.4548,136.4892,72.63329999999998,62.342858,1.1141530000000002,40.1218,16.00391,3.3961900000000003,1.706805,3,1,2,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwhi_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.3859470000000003,66.4841,138.2351,73.4201,62.94032200000001,1.115788,40.5482,16.14525,3.41644,1.7146439999999998,3,1,3,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwhi_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.438788,66.8483,137.2965,73.2511,62.783257000000006,1.114503,40.5906,15.96727,3.39361,1.7172740000000002,3,1,4,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwhi_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.37685,65.6951,135.053,71.9267,62.148869000000005,1.114468,39.9876,15.92794,3.40553,1.7133310000000002,3,1,5,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.448774,66.1217,143.1165,73.6904,63.608805,1.105828,40.9443,16.45683,3.40547,1.696377,1,2,1,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.45954,66.2694,143.3734,74.0127,63.937267,1.1131030000000002,41.1384,16.55187,3.4290300000000005,1.704864,1,2,2,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.42251,66.2958,144.0066,74.4757,63.859058000000005,1.120248,40.9042,16.66939,3.45338,1.7118400000000005,1,2,3,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.488026,66.6564,144.486,74.3482,64.579898,1.11218,41.7572,16.572789999999998,3.42587,1.711858,1,2,4,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.430993,65.7846,142.4392,73.681,63.778706,1.112651,40.9686,16.55467,3.43452,1.708265,1,2,5,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwlo_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.477234,66.24,136.7996,72.2392,62.47621399999999,1.11038,40.4965,15.80224,3.3606300000000005,1.706464,1,1,1,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.490142,66.2509,138.2476,72.5193,62.961456,1.122363,40.8045,15.93457,3.38441,1.7156129999999998,1,1,2,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwlo_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.457564,66.6798,137.6062,73.2569,63.199038,1.115197,40.8905,16.0683,3.409,1.716041,1,1,3,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwlo_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.524924,66.7645,138.1935,73.1105,63.384731,1.118366,41.233,15.92556,3.38356,1.7242449999999998,1,1,4,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwlo_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.472271,65.59049999999999,136.3174,71.6589,62.799431000000006,1.119725,40.7157,15.850320000000002,3.3919300000000003,1.721756,1,1,5,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.417849,66.0109,143.3042,73.7107,63.43128599999999,1.106851,40.7591,16.45874,3.41046,1.696135,2,2,1,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.442899,66.2004,143.4949,74.061,63.83553300000001,1.113794,41.02370000000001,16.56022,3.43265,1.705169,2,2,2,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.40188,66.2304,144.1637,74.5169,63.743441000000004,1.121063,40.7752,16.677989999999998,3.45761,1.7115779999999998,2,2,3,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.4518480000000005,66.5236,144.6499,74.4409,64.367537,1.114285,41.5093,16.598029999999998,3.43444,1.711482,2,2,4,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.395426,65.6799,142.6721,73.77449999999997,63.604977000000005,1.115885,40.7689,16.570220000000003,3.4415400000000003,1.708432,2,2,5,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwmed_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.41011,66.3272,135.9553,72.3283,61.997257999999995,1.107186,39.9978,15.82133,3.36897,1.701972,2,1,1,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwmed_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.4316150000000003,66.40299999999999,136.7631,72.5216,62.440270999999996,1.115935,40.2598,15.96362,3.39201,1.708906,2,1,2,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwmed_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.395049,66.5223,137.9879,73.3776,62.944829000000006,1.117242,40.5783,16.12029,3.4142300000000003,1.7147670000000002,2,1,3,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwmed_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.443561,66.8835,137.3062,73.2317,62.851462999999995,1.113801,40.6702,15.956879999999998,3.3924300000000005,1.718152,2,1,4,2,1,5,3,6,6,0,3,5,7,6,6,4
ssp_socio3_ag5_gwmed_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.382464,65.7165,135.0293,71.8606,62.223879,1.114364,40.0809,15.91105,3.40299,1.714575,2,1,5,2,1,5,3,6,6,0,3,5,7,6,6,4
