scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_Wheat_withdrawal
ssp_socio3_ag2_gwlo_exp_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.3924800000000004,55.989,116.9058,47.3727,45.434141,0.879807,27.9016,12.79051,2.51645,1.345774,1,2,5,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwlo_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.089957,60.344,121.4383,58.2873,51.752806,0.883024,33.05438,13.24731,2.836759,1.7313330000000002,1,2,5,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwlo_rs_gfdl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.37149,55.8635,108.9586,45.1751,43.545166,0.866883,26.9357,11.97653,2.437194,1.328859,1,1,1,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwlo_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.1331580000000003,60.7699,119.5556,57.7611,51.450177000000004,0.875229,33.17128,12.88935,2.790821,1.723497,1,1,1,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwlo_rs_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.41644,56.6535,111.1847,46.2621,44.436281,0.8856499999999999,27.4665,12.25308,2.483946,1.347105,1,1,2,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwlo_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.136153,60.8705,119.8395,57.9809,51.679725,0.878654,33.28644,12.98023,2.805002,1.729399,1,1,2,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwlo_rs_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.43414,57.19030000000001,113.0442,47.005,45.10646800000001,0.8929039999999999,27.8994,12.44772,2.50286,1.363584,1,1,3,1,1,2,3,6,5,3,0,3,7
ssp_socio3_ag2_gwlo_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.128067,60.9299,120.7429,58.3635,51.980854,0.8816229999999999,33.47769,13.07125,2.816643,1.733648,1,1,3,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwlo_rs_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.48696,57.3032,111.8444,46.4471,44.89732299999999,0.8916850000000001,27.9165,12.2098,2.50852,1.370818,1,1,4,1,1,2,3,6,5,3,0,3,7
ssp_socio3_ag2_gwlo_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.175381,61.146,120.326,58.2281,52.01658200000001,0.8782239999999999,33.647490000000005,12.95593,2.79917,1.735768,1,1,4,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwlo_rs_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.42214,56.1332,108.4316,45.389,44.042054,0.8805160000000001,27.2168,12.10575,2.486972,1.352016,1,1,5,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwlo_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.139362,60.4769,118.0151,57.4266,51.62900599999999,0.8793759999999999,33.2746,12.93431,2.806822,1.733898,1,1,5,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwmed_exp_gfdl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.32128,55.5115,116.911,46.86409999999999,44.54951499999999,0.8678959999999999,27.2693,12.61065,2.476167,1.325502,2,2,1,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwmed_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.048349,60.4072,123.0785,58.3375,51.416275999999996,0.8808040000000001,32.843419999999995,13.14556,2.824824,1.721668,2,2,1,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwmed_exp_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.39278,56.3515,118.276,47.7739,45.35689800000001,0.8857799999999999,27.7691,12.83444,2.52123,1.346348,2,2,2,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwmed_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.073688,60.5196,122.9716,58.5778,51.659265999999995,0.884366,32.96543,13.23816,2.840826,1.730484,2,2,2,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwmed_exp_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.3630400000000003,56.769,119.0057,48.1145,45.54093,0.896862,27.8159,12.93079,2.53716,1.360218,2,2,3,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwmed_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.060054,60.6771,123.2085,58.84390000000001,51.415974000000006,0.8898590000000001,32.602900000000005,13.33199,2.856474,1.734751,2,2,3,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwmed_exp_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.41315,56.8921,120.2774,48.2522,46.107318,0.886826,28.38,12.92623,2.54965,1.3646120000000002,2,2,4,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwmed_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.077964,60.7574,123.7671,58.8025,52.09067,0.882239,33.391130000000004,13.24588,2.839024,1.7323970000000002,2,2,4,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwmed_exp_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.34805,55.9105,117.1508,47.378,45.233372,0.8833049999999999,27.6997,12.78226,2.52172,1.346387,2,2,5,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwmed_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.07103,60.327,121.6876,58.3975,51.36980900000001,0.8858600000000001,32.593,13.307570000000002,2.848819,1.73456,2,2,5,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwmed_rs_gfdl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.30765,55.75150000000001,109.1307,45.2264,43.026927,0.872782,26.3984,11.97838,2.448126,1.3292389999999998,2,1,1,1,1,2,3,0,5,3,2,3,7
ssp_socio3_ag2_gwmed_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.051593,60.5786,120.0061,57.8336,51.191615,0.877218,32.8745,12.91573,2.800558,1.723609,2,1,1,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwmed_rs_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.37374,56.5751,111.579,46.413,44.087672999999995,0.8910319999999999,27.0646,12.29109,2.493001,1.34795,2,1,2,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwmed_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.071676,60.6771,120.3137,58.1076,51.516118,0.8809879999999999,33.06646,13.02505,2.814876,1.7287439999999998,2,1,2,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwmed_rs_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.3646199999999995,57.0692,114.2355,47.2772,44.819585999999994,0.8946850000000001,27.4937,12.55433,2.5141400000000003,1.362731,2,1,3,1,1,2,3,6,5,3,0,3,7
ssp_socio3_ag2_gwmed_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.06544,60.8091,121.1355,58.451,51.83928099999999,0.8824380000000001,33.30253,13.10127,2.820485,1.7325580000000005,2,1,3,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwmed_rs_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.4060300000000003,57.13930000000001,112.7527,46.6811,44.60641700000001,0.8938569999999999,27.504800000000003,12.31695,2.52057,1.37024,2,1,4,1,1,2,3,6,5,3,0,3,7
ssp_socio3_ag2_gwmed_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.088569,60.952,120.9517,58.3326,51.818396,0.8794930000000001,33.398340000000005,12.99525,2.808946,1.7363669999999998,2,1,4,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag2_gwmed_rs_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.34206,56.0075,109.8364,45.753,43.747777000000006,0.882491,26.7513,12.25938,2.50301,1.351596,2,1,5,1,1,2,3,0,5,3,0,3,7
ssp_socio3_ag2_gwmed_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.061855,60.2816,118.3091,57.5338,51.407273999999994,0.8816360000000001,33.00603,12.96988,2.816396,1.733332,2,1,5,2,1,2,3,6,7,3,6,7,7
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.74379,58.7445,130.23950000000002,59.1296,52.20467399999999,1.013909,31.8562,15.240429999999998,2.80441,1.2897249999999998,3,2,1,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.4173440000000004,66.0137,143.3379,73.74549999999998,63.451167,1.104191,40.7363,16.501730000000002,3.4124,1.696546,3,2,1,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.83349,59.8453,132.4707,61.0543,53.42377400000001,1.034084,32.5872,15.612840000000002,2.87176,1.31789,3,2,2,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.442594,66.1673,143.4384,74.09740000000002,63.75136799999999,1.114684,40.9175,16.57594,3.43715,1.7060939999999998,3,2,2,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.80509,60.49040000000001,133.8046,61.7194,53.687479999999994,1.051029,32.5678,15.83239,2.89917,1.337091,3,2,3,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.3945670000000003,66.20400000000001,144.2081,74.5378,63.657529,1.1220709999999998,40.6817,16.6827,3.4595300000000004,1.7115280000000002,3,2,3,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.88426,60.71939999999999,135.46929999999998,61.5691,54.791391999999995,1.040456,33.6441,15.84311,2.91983,1.343896,3,2,4,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.448193,66.50280000000001,144.6557,74.4628,64.32548100000001,1.114471,41.4605,16.60331,3.43602,1.71118,3,2,4,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.76962,59.2478,131.3099,60.3888,52.822223,1.034266,32.0441,15.54431,2.8812300000000004,1.318317,3,2,5,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.3926860000000003,65.6691,142.7788,73.8546,63.335861,1.116662,40.4605,16.60022,3.4481300000000004,1.710349,3,2,5,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.7063,59.0103,112.3266,54.0771,47.595173,1.019666,28.7928,13.73204,2.75435,1.296317,3,1,1,1,1,5,3,6,7,3,0,7,7
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.406244,66.291,135.7468,72.3479,61.855239,1.107922,39.8454,15.830570000000002,3.3713,1.700047,3,1,1,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.79698,60.1356,116.5229,56.75749999999999,49.465022000000005,1.039991,29.9621,14.31553,2.82495,1.322451,3,1,2,1,1,5,3,6,7,3,6,7,7
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.429294,66.4548,136.4892,72.63329999999998,62.342858,1.1141530000000002,40.1218,16.00391,3.3961900000000003,1.706805,3,1,2,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwhi_rs_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.77744,60.8633,120.7016,58.0891,50.808978999999994,1.0540850000000002,30.8511,14.70422,2.85814,1.341434,3,1,3,1,1,5,3,6,7,3,6,7,7
ssp_socio3_ag5_gwhi_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.3859470000000003,66.4841,138.2351,73.4201,62.94032200000001,1.115788,40.5482,16.14525,3.41644,1.7146439999999998,3,1,3,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwhi_rs_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.84462,61.011,116.7173,56.5603,49.706513,1.051985,30.2102,14.21864,2.87398,1.351708,3,1,4,1,1,5,3,6,7,3,6,7,7
ssp_socio3_ag5_gwhi_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.438788,66.8483,137.2965,73.2511,62.783257000000006,1.114503,40.5906,15.96727,3.39361,1.7172740000000002,3,1,4,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwhi_rs_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.70567,59.1197,112.6763,55.0194,48.42368400000001,1.046953,29.280500000000004,13.958,2.81631,1.321921,3,1,5,1,1,5,3,6,7,3,0,7,7
ssp_socio3_ag5_gwhi_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.37685,65.6951,135.053,71.9267,62.148869000000005,1.114468,39.9876,15.92794,3.40553,1.7133310000000002,3,1,5,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.73547,58.557,129.4241,58.8513,52.45849199999999,1.015425,32.2943,15.08447,2.7783100000000003,1.285987,1,2,1,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.448774,66.1217,143.1165,73.6904,63.608805,1.105828,40.9443,16.45683,3.40547,1.696377,1,2,1,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.82874,59.7908,132.3175,61.0354,53.84843,1.032075,33.0761,15.5657,2.85768,1.316875,1,2,2,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.45954,66.2694,143.3734,74.0127,63.937267,1.1131030000000002,41.1384,16.55187,3.4290300000000005,1.704864,1,2,2,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.82559,60.6018,133.8092,61.7037,54.335996,1.051898,33.2588,15.79548,2.8907800000000003,1.339038,1,2,3,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.42251,66.2958,144.0066,74.4757,63.859058000000005,1.120248,40.9042,16.66939,3.45338,1.7118400000000005,1,2,3,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.90825,60.7585,135.453,61.5572,55.054238,1.040873,33.9968,15.761170000000002,2.91153,1.343865,1,2,4,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.488026,66.6564,144.486,74.3482,64.579898,1.11218,41.7572,16.572789999999998,3.42587,1.711858,1,2,4,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.79574,59.289,131.2409,60.1891,53.637986,1.0295260000000002,32.9296,15.49445,2.8667,1.31771,1,2,5,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.430993,65.7846,142.4392,73.681,63.778706,1.112651,40.9686,16.55467,3.43452,1.708265,1,2,5,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwlo_rs_gfdl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.73636,59.0585,112.8445,53.9808,48.128234,1.021573,29.4012,13.65914,2.7472000000000003,1.299121,1,1,1,1,1,5,3,6,7,3,0,7,7
ssp_socio3_ag5_gwlo_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.477234,66.24,136.7996,72.2392,62.47621399999999,1.11038,40.4965,15.80224,3.3606300000000005,1.706464,1,1,1,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.82733,60.0752,117.1901,56.0268,49.69340199999999,1.049455,30.3623,14.1288,2.82196,1.3308870000000002,1,1,2,1,1,5,3,6,7,3,6,7,7
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.490142,66.2509,138.2476,72.5193,62.961456,1.122363,40.8045,15.93457,3.38441,1.7156129999999998,1,1,2,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwlo_rs_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.82154,60.9789,119.6622,57.55880000000001,51.025121,1.05231,31.2052,14.57105,2.85227,1.344291,1,1,3,1,1,5,3,6,7,3,6,7,7
ssp_socio3_ag5_gwlo_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.457564,66.6798,137.6062,73.2569,63.199038,1.115197,40.8905,16.0683,3.409,1.716041,1,1,3,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwlo_rs_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.88324,61.1117,117.0518,55.7561,49.970286,1.057228,30.6574,14.03723,2.86497,1.3534579999999998,1,1,4,1,1,5,3,6,7,3,6,7,7
ssp_socio3_ag5_gwlo_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.524924,66.7645,138.1935,73.1105,63.384731,1.118366,41.233,15.92556,3.38356,1.7242449999999998,1,1,4,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwlo_rs_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.78697,59.3323,113.642,54.5686,49.054987999999994,1.045458,29.9959,13.857209999999998,2.82353,1.33289,1,1,5,1,1,5,3,6,7,3,0,7,7
ssp_socio3_ag5_gwlo_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.472271,65.59049999999999,136.3174,71.6589,62.799431000000006,1.119725,40.7157,15.850320000000002,3.3919300000000003,1.721756,1,1,5,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.73499,58.6674,130.0595,58.77120000000001,52.41767300000001,1.0137269999999998,32.161500000000004,15.16046,2.79307,1.288916,2,2,1,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.417849,66.0109,143.3042,73.7107,63.43128599999999,1.106851,40.7591,16.45874,3.41046,1.696135,2,2,1,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.8291,59.8148,132.4457,60.8148,53.730971999999994,1.034138,32.9303,15.58537,2.86326,1.3179040000000002,2,2,2,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.442899,66.2004,143.4949,74.061,63.83553300000001,1.113794,41.02370000000001,16.56022,3.43265,1.705169,2,2,2,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.80583,60.4922,133.8436,61.6484,54.04375199999999,1.049248,32.9559,15.80817,2.8929,1.337534,2,2,3,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.40188,66.2304,144.1637,74.5169,63.743441000000004,1.121063,40.7752,16.677989999999998,3.45761,1.7115779999999998,2,2,3,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.87944,60.6789,135.3965,61.7708,54.83517599999999,1.041813,33.7813,15.75283,2.9155100000000003,1.343723,2,2,4,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.4518480000000005,66.5236,144.6499,74.4409,64.367537,1.114285,41.5093,16.598029999999998,3.43444,1.711482,2,2,4,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.77074,59.255,131.3899,60.3695,53.189627,1.031799,32.421800000000005,15.54239,2.87465,1.3189879999999998,2,2,5,1,1,5,3,6,7,0,6,7,7
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.395426,65.6799,142.6721,73.77449999999997,63.604977000000005,1.115885,40.7689,16.570220000000003,3.4415400000000003,1.708432,2,2,5,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwmed_rs_gfdl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.703230000000001,58.9773,112.3601,54.0061,47.77128900000001,1.020492,29.0115,13.69266,2.75005,1.2965870000000002,2,1,1,1,1,5,3,6,7,3,0,7,7
ssp_socio3_ag5_gwmed_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.41011,66.3272,135.9553,72.3283,61.997257999999995,1.107186,39.9978,15.82133,3.36897,1.701972,2,1,1,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwmed_rs_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.80477,60.2041,116.2476,56.3025,49.510466,1.041224,30.0522,14.26455,2.82706,1.325432,2,1,2,1,1,5,3,6,7,3,6,7,7
ssp_socio3_ag5_gwmed_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.4316150000000003,66.40299999999999,136.7631,72.5216,62.440270999999996,1.115935,40.2598,15.96362,3.39201,1.708906,2,1,2,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwmed_rs_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.779220000000001,60.8549,120.4322,57.9718,50.944172,1.054016,31.04160000000001,14.65036,2.85543,1.342766,2,1,3,1,1,5,3,6,7,3,6,7,7
ssp_socio3_ag5_gwmed_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.395049,66.5223,137.9879,73.3776,62.944829000000006,1.117242,40.5783,16.12029,3.4142300000000003,1.7147670000000002,2,1,3,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwmed_rs_miroc_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.84555,61.014,116.5841,56.463,49.777761999999996,1.051595,30.3187,14.18325,2.87148,1.352737,2,1,4,1,1,5,3,6,7,3,6,7,7
ssp_socio3_ag5_gwmed_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.443561,66.8835,137.3062,73.2317,62.851462999999995,1.113801,40.6702,15.956879999999998,3.3924300000000005,1.718152,2,1,4,2,1,5,3,6,6,0,3,5,7
ssp_socio3_ag5_gwmed_rs_noresm_NDC_Tax_ffict,2100,India,water_td_irr_GangesR_W,3.73031,59.3095,112.6527,54.8173,48.599453999999994,1.040181,29.4676,13.93702,2.82798,1.326673,2,1,5,1,1,5,3,6,7,3,0,7,7
ssp_socio3_ag5_gwmed_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GangesR_W,3.382464,65.7165,135.0293,71.8606,62.223879,1.114364,40.0809,15.91105,3.40299,1.714575,2,1,5,2,1,5,3,6,6,0,3,5,7
