scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,FodderHerb_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal
ssp_socio3_ag2_gwhi_exp_miroc_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.777911,5.984399999999999,0.657072,0.2261018999999999,25.8944748,2.488095,5.98703,16.00092,0.742508,0.2781752,0.3977466,3,2,4,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwhi_exp_noresm_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.7449380000000003,5.9176400000000005,0.6444920000000001,0.2237433,25.543397299999995,2.49404,6.113519999999999,15.518479999999998,0.742243,0.2782697,0.3968446,3,2,5,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwhi_rs_gfdl_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.7832760000000003,6.0018600000000015,0.659367,0.2270486,25.9908592,2.462238,5.96368,16.15035,0.741426,0.275908,0.3972572,3,1,1,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwhi_rs_hadgem_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.777532,5.9583,0.650874,0.2252036,25.885207499999996,2.457015,5.96705,16.05305,0.7382719999999999,0.2747855,0.3950349999999999,3,1,2,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwhi_rs_ipsl_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.761462,5.99558,0.6576850000000001,0.2277433999999999,25.957389499999998,2.475937,5.9887,16.07272,0.744707,0.2770364,0.3982891,3,1,3,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwhi_rs_miroc_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.793766,5.99987,0.6601509999999999,0.2275601,26.1023804,2.461334,5.92007,16.30803,0.740124,0.2749594999999999,0.3978629,3,1,4,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwhi_rs_noresm_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.750365,5.9169100000000014,0.645845,0.2243606,25.705964,2.463816,6.05994,15.7693,0.7403270000000001,0.2759104,0.3966706,3,1,5,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwlo_exp_gfdl_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.8064560000000003,5.9927,0.654704,0.2250813,25.889112299999997,2.493876,6.00192,15.97785,0.741009,0.2774953,0.396962,1,2,1,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwlo_exp_hadgem_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.798575,5.95895,0.650034,0.2245982999999999,25.8232229,2.483881,6.009580000000001,15.91591,0.740791,0.2770911,0.3959698,1,2,2,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwlo_exp_ipsl_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.776974,5.979030000000001,0.6532089999999999,0.2259809,25.7826607,2.501212,6.0453100000000015,15.813770000000002,0.745576,0.2789670999999999,0.3978256,1,2,3,2,1,2,3,3,3,6,6,2
