3.783,4.882,8.393,12.677,19.069,25.159,30.588,25.739,11.175,4.925,3.712,3.546
4.091,4.782,7.148,10.795,17.687,24.262,30.050,25.419,10.741,4.330,3.156,2.920
3.075,4.426,7.916,12.488,17.638,24.214,29.963,25.332,11.641,4.443,2.885,2.763
3.263,4.005,6.302,10.760,17.058,23.898,30.220,26.737,13.615,5.292,3.700,3.246
3.317,4.474,6.745,10.580,17.049,24.045,30.611,28.500,11.998,5.171,3.527,3.315
3.798,4.854,7.851,11.623,17.509,24.099,30.186,26.748,11.379,4.953,3.744,3.957
3.692,4.576,8.082,11.758,18.754,24.435,29.972,24.661,10.519,4.828,3.333,2.856
3.077,3.818,7.369,11.009,17.098,23.943,31.889,28.529,13.188,6.356,3.896,3.324
3.541,4.617,6.892,10.846,17.345,24.036,30.329,27.205,11.979,4.989,3.295,3.053
3.171,4.967,8.723,12.608,17.448,23.973,30.295,26.952,13.422,5.479,3.552,3.751
3.956,5.787,8.654,12.658,18.035,24.247,30.032,24.988,12.383,5.171,3.384,3.063
3.390,5.067,8.214,12.333,17.667,24.124,30.123,26.118,19.282,7.126,4.234,3.420
3.190,3.726,7.797,12.243,17.176,24.078,31.547,25.597,11.076,4.452,2.987,2.683
2.929,4.002,6.379,11.044,17.127,23.892,30.862,27.588,13.359,5.294,3.578,3.641
3.823,4.652,7.497,12.053,17.452,24.097,31.702,31.255,15.416,6.463,3.918,3.069
3.290,3.926,6.933,11.953,17.327,24.226,30.223,26.712,11.977,5.103,3.179,2.790
3.185,4.083,6.639,11.318,17.409,24.060,30.236,31.002,15.990,6.077,3.870,3.375
3.172,4.405,7.763,11.360,17.492,24.016,30.024,25.009,12.938,5.972,3.716,3.255
3.347,3.785,6.575,10.404,16.952,23.902,30.216,27.394,12.465,5.414,3.888,3.203
3.256,4.191,6.429,10.378,16.870,24.014,31.752,30.375,13.997,5.757,3.885,3.149
3.208,4.275,6.866,10.637,17.012,24.361,32.212,28.403,12.498,5.228,3.671,3.092
3.140,4.348,6.808,10.516,17.022,24.078,30.040,25.913,12.793,5.223,3.516,3.134
3.534,4.558,7.064,10.899,17.458,23.999,30.025,25.478,12.179,5.525,3.816,3.276
3.386,5.045,6.662,10.605,17.192,23.994,30.065,25.965,11.875,6.130,4.121,3.356
3.643,5.097,6.596,10.891,17.155,23.951,30.025,24.978,11.104,4.755,3.462,3.258
2.949,3.939,6.725,10.398,16.845,23.908,31.392,30.688,14.884,6.055,4.495,4.412
3.721,4.269,7.899,11.172,17.165,24.152,30.531,26.247,12.467,5.350,3.952,3.214
3.209,4.553,6.355,10.684,16.992,24.153,31.074,28.754,12.828,5.684,3.895,3.407
2.994,5.062,7.594,12.455,17.509,24.068,29.855,24.723,10.810,4.519,3.172,2.968
3.569,4.384,6.278,10.330,17.290,24.559,30.581,29.108,12.772,5.329,3.523,3.198
