Scenario,Input_Amplitude,Input_lambda,Cotton_Demand,Rice_Demand,Wheat_Demand,Sugarcane_Demand,Miscellaneous_Demand,Annual_Scarcity,Variability,Surplus_Capacity,Deficit_Severity,Storage_Adequacy,Storage_Adequacy_Points,Best_Months,Worst_Months
1,0.9301324750506232,0.20791893876350842,33.140909711163125,21.972075359709997,65.45211974966442,135.7317241937315,15.915688881492063,2.2516628303302992,18.307823369406673,-3.714606524091913,22.022429893498586,0.7810868453043984,2,Jul-Aug-Sep,Mar-Apr-May
2,1.433106974176163,0.07261566423290355,82.75910887590267,21.038423137575744,46.57777998412358,46.53064485477757,39.87513582399111,1.3379282513663362,17.345363586954463,5.229327793791949,12.116035793162515,0.8244278033327076,2,Jul-Aug-Sep,Feb-Mar-Apr
3,0.7289221665283239,0.39720670440129124,18.655613294930276,27.193381558657876,80.40272753801969,120.35683873353673,43.47144979032037,2.9477906469244304,17.66920861596651,-8.281709090384883,25.950917706351394,0.8093175144855115,2,Jul-Aug-Sep,Mar-Apr-May
4,1.7760576486558632,0.42548934116348547,98.44031452354061,7.383683864157271,24.8614118598318,28.783498151283304,26.61837396494058,0.864629851824146,24.46187301539986,15.46227921559115,8.99959379980871,0.5845831997818606,2,May-Jun-Jul,Nov-Dec-Jan
5,0.5744973463104218,0.8388381239769228,13.278080916287688,68.1409094204879,33.989352835505336,24.946427993669804,19.45260343094391,1.9716483718556006,20.423843957489616,4.036863983146761,16.386979974342857,0.7001620277634395,2,May-Jun-Jul,Aug-Sep-Oct
6,1.2132107702930837,0.81477505018124,88.99789587494664,30.36965817440568,43.04269294063012,11.489372462480771,20.04453034281626,1.2734881144538526,31.056284593612546,13.909897145911442,17.146387447701102,0.46045430698239836,2,May-Jun-Jul,Sep-Oct-Nov
7,1.0923864645598793,0.9820504066643424,68.98059070840316,39.73056349191494,55.69268264375145,63.487653760861434,40.72112848578819,1.9333661859011455,32.23288634367518,7.039127030747782,25.1937593129274,0.4436462762760302,2,May-Jun-Jul,Sep-Oct-Nov
8,1.4316603587680183,0.7040541649034127,45.77727582003763,4.584173131951627,16.57784677555565,93.75418675329308,15.095912093406124,0.9931941789377248,23.945144061457544,14.570653031648622,9.374491029808922,0.597198328116033,2,May-Jun-Jul,Nov-Dec-Jan
9,0.7574531883021889,0.7032992868687561,19.343425072029735,80.81062139559279,60.2266882037113,1.8390209818050502,42.30027812781481,2.015865785364507,19.936123302688063,2.6132655776723865,17.322857725015677,0.7172909087130234,2,May-Jun-Jul,Sep-Oct-Nov
10,0.6530078548895357,0.4248943687531709,99.14180398320892,68.36478384046542,40.99035844248062,31.198943031053833,44.822799708823766,3.1679154363303232,25.004125970584756,-4.62141257251422,29.625538543098976,0.5719056133704791,2,May-Jun-Jul,Sep-Oct-Nov
11,1.639553858623858,0.4212989250524896,15.756034146250695,73.08849240181033,6.282514534691438,143.09215429462805,6.12132003975052,1.220288819309419,24.988516814409735,10.843578554079365,14.14493826033037,0.5722628560232853,2,May-Jun-Jul,Nov-Dec-Jan
12,1.5753798475645278,0.9391128848734893,76.06584743588867,51.209713505170164,24.530010838176455,91.7854276601718,11.187681970721798,1.3208123068195075,47.458180263079974,20.874868874349346,26.58331138873063,0.30131791654735374,0,May-Jun-Jul,Sep-Oct-Nov
13,1.122614009386643,0.17411920072331485,82.47908029225714,25.602319342573992,67.93721010527837,5.230353651812682,33.52304710485469,1.5104448695655401,14.315127438620664,1.595712817918983,12.71941462070168,0.9989432550506081,2,Jun-Jul-Aug,Mar-Apr-May
14,0.8672686931914155,0.7498676831101817,27.34373723015289,14.880047305951758,52.821367861202575,100.0042889370829,14.454373047123081,1.8399732050879156,13.146578690060553,0.26543617313093826,12.881142516929614,1.0877354737785496,1,Jun-Jul-Aug,Feb-Mar-Apr
15,0.5208297739684045,0.9738999623677096,92.78295310370909,51.86128097482066,94.46175417872823,58.13766107455971,41.850012392089894,4.5172653036379,22.061341302517416,-11.381475891685984,33.4428171942034,0.6481926825713099,2,May-Jun-Jul,Aug-Sep-Oct
16,0.975494889170747,0.3157010731972493,81.64185293513852,14.354732868599655,88.07960025424225,7.064627473602053,18.545018681316858,1.667547664359389,16.64496678518846,1.2089260950069942,15.436040690181464,0.8591185662638192,2,Jun-Jul-Aug,Mar-Apr-May
17,1.712722479952035,0.9576304356299843,101.14663420466036,5.766183228973102,88.17934639039225,130.38032034231327,30.683060035174073,1.7100060830993427,36.410288644924265,10.159438769794232,26.25084987513003,0.3927461311678856,0,May-Jun-Jul,Sep-Oct-Nov
18,1.0193109032391634,0.530527803072537,59.48247050339809,20.761004802079306,3.3764162623923477,117.15505188305755,33.31671971318697,1.7882536542302616,19.749252476925093,2.34040510574612,17.40884737117897,0.7240780387363033,2,May-Jun-Jul,Oct-Nov-Dec
19,1.5666501712218044,0.1354320980117557,46.459756800023705,83.41141683346495,13.26106461498505,101.87029786437674,40.47746406331094,1.4869250924972346,19.13997946801713,2.0675019180031224,17.072477550014007,0.7471272382447052,2,May-Jun-Jul,Nov-Dec-Jan
20,0.949551136932505,0.40318909335561554,48.97844710406581,12.220469279702167,93.84045728482171,101.36072279348659,14.084924985167937,2.1990546414475505,20.718739198675944,-2.7412229334107785,23.459962132086723,0.6901964382520853,2,Jul-Aug-Sep,Mar-Apr-May
21,1.5265337069654983,0.8131130136670116,91.55855001633283,76.73599485266942,79.87607622753087,89.2131020176012,19.632773198588936,1.9054589685388024,41.113971223524196,8.706530526174348,32.40744069734985,0.3478136403378607,0,May-Jun-Jul,Sep-Oct-Nov
22,1.078619148836554,0.08209517063481346,78.94998655881173,46.63385504292226,49.558922063053,49.115312642612295,7.122212807738521,1.6850193757323186,10.601040696991841,-1.5267586267873803,12.127799323779222,1.3489241677996555,1,Jun-Jul-Aug,Oct-Nov-Dec
23,0.9925275449387541,0.9671138208389066,8.842100017632546,8.434051398659903,88.92728277763989,107.29333585945864,16.651448778376327,1.8000294686988347,21.585768687510505,2.9994283403755553,18.58634034713495,0.662473512387537,2,Jun-Jul-Aug,Feb-Mar-Apr
24,1.4114550166550015,0.8759232082424888,75.5318264639729,81.45893969145344,37.57144167116328,69.28911422328625,37.110388970387696,1.7242303742908205,46.40988534658908,14.049421463304196,32.36046388328488,0.3081240105035292,0,May-Jun-Jul,Sep-Oct-Nov
25,1.214990661409469,0.025150589652519713,55.37392409366773,53.10264035139044,48.01889770379891,159.12974053645752,14.202458851708844,2.1597506259373414,13.939358569382293,-6.923490110721929,20.86284868010422,1.0258721682796692,1,Jul-Aug-Sep,Mar-Apr-May
26,0.9573057140772839,0.9379974926902582,93.75609558489258,76.25476063801263,30.34656612437359,122.17261328643153,45.12568195109764,2.967835603397349,43.26093699272015,0.7456628258721842,42.51527416684796,0.3305522486118683,0,May-Jun-Jul,Sep-Oct-Nov
27,0.6345331538007752,0.3010183784063419,11.972402361225512,33.835542665939535,43.91943107276847,23.52827661261982,36.183878644251195,1.702065544462004,9.635655833299355,-0.5095203033335824,10.145176136632937,1.484071271057792,1,Jun-Jul-Aug,Mar-Apr-May
28,0.7082976602334927,0.46862124997667964,82.3858677786762,50.62936049298502,69.77806017940658,12.419543180230152,25.83513970621236,2.5123162665297447,15.913366916360642,-3.5309089627848156,19.444275879145458,0.8986156151089605,2,May-Jun-Jul,Sep-Oct-Nov
