Statistic,Value
Mean Annual Scarcity,1.6296172048616742
Mean Variability,31.79502123333333
Mean Surplus Capacity,10.295163488888887
Mean Deficit Severity,21.499857744444444
Mean Storage Adequacy,0.4933109746315689
Storage Adequacy Points Distribution,[433   0 567]
