Statistic,Value
Mean Annual Scarcity,1.3360532302627512
Mean Variability,19.378112011111117
Mean Surplus Capacity,8.428132944444446
Mean Deficit Severity,10.94997906666667
Mean Storage Adequacy,0.8114608808155275
Storage Adequacy Points Distribution,[ 29 233 738]
