4.457,6.148,10.126,14.473,19.202,22.482,26.199,22.031,9.709,4.493,3.634,3.813
4.765,6.048,8.881,12.591,17.820,21.585,25.661,21.711,9.275,3.898,3.078,3.187
3.749,5.692,9.649,14.284,17.771,21.537,25.574,21.624,10.175,4.011,2.807,3.030
3.937,5.271,8.035,12.556,17.191,21.221,25.831,23.029,12.149,4.860,3.622,3.513
3.991,5.740,8.478,12.376,17.182,21.368,26.222,24.792,10.532,4.739,3.449,3.582
4.472,6.120,9.584,13.419,17.642,21.422,25.797,23.040,9.913,4.521,3.666,4.224
4.366,5.842,9.815,13.554,18.887,21.758,25.583,20.953,9.053,4.396,3.255,3.123
3.751,5.084,9.102,12.805,17.231,21.266,27.500,24.821,11.722,5.924,3.818,3.591
4.215,5.883,8.625,12.642,17.478,21.359,25.940,23.497,10.513,4.557,3.217,3.320
3.845,6.233,10.456,14.404,17.581,21.296,25.906,23.244,11.956,5.047,3.474,4.018
4.630,7.053,10.387,14.454,18.168,21.570,25.643,21.280,10.917,4.739,3.306,3.330
4.064,6.333,9.947,14.129,17.800,21.447,25.734,22.410,17.816,6.694,4.156,3.687
3.864,4.992,9.530,14.039,17.309,21.401,27.158,21.889,9.610,4.020,2.909,2.950
3.603,5.268,8.112,12.840,17.260,21.215,26.473,23.880,11.893,4.862,3.500,3.908
4.497,5.918,9.230,13.849,17.585,21.420,27.313,27.547,13.950,6.031,3.840,3.336
3.964,5.192,8.666,13.749,17.460,21.549,25.834,23.004,10.511,4.671,3.101,3.057
3.859,5.349,8.372,13.114,17.542,21.383,25.847,27.294,14.524,5.645,3.792,3.642
3.846,5.671,9.496,13.156,17.625,21.339,25.635,21.301,11.472,5.540,3.638,3.522
4.021,5.051,8.308,12.200,17.085,21.225,25.827,23.686,10.999,4.982,3.810,3.470
3.930,5.457,8.162,12.174,17.003,21.337,27.363,26.667,12.531,5.325,3.807,3.416
3.882,5.541,8.599,12.433,17.145,21.684,27.823,24.695,11.032,4.796,3.593,3.359
3.814,5.614,8.541,12.312,17.155,21.401,25.651,22.205,11.327,4.791,3.438,3.401
4.208,5.824,8.797,12.695,17.591,21.322,25.636,21.770,10.713,5.093,3.738,3.543
4.060,6.311,8.395,12.401,17.325,21.317,25.676,22.257,10.409,5.698,4.043,3.623
4.317,6.363,8.329,12.687,17.288,21.274,25.636,21.270,9.638,4.323,3.384,3.525
3.623,5.205,8.458,12.194,16.978,21.231,27.003,26.980,13.418,5.623,4.417,4.679
4.395,5.535,9.632,12.968,17.298,21.475,26.142,22.539,11.001,4.918,3.874,3.481
3.883,5.819,8.088,12.480,17.125,21.476,26.685,25.046,11.362,5.252,3.817,3.674
3.668,6.328,9.327,14.251,17.642,21.391,25.466,21.015,9.344,4.087,3.094,3.235
4.243,5.650,8.011,12.126,17.423,21.882,26.192,25.400,11.306,4.897,3.445,3.465
