Statistic,Value
Mean Annual Scarcity,1.3360971376095818
Mean Variability,19.437923677777782
Mean Surplus Capacity,8.481130222222221
Mean Deficit Severity,10.956793455555557
Mean Storage Adequacy,0.8114386947590396
Storage Adequacy Points Distribution,[ 33 226 741]
