Statistic,Value
Mean Annual Scarcity,1.9791563602681148
Mean Variability,21.772985483396997
Mean Surplus Capacity,2.630805555016663
Mean Deficit Severity,19.142179928380333
Mean Storage Adequacy,0.7613843822741583
Storage Adequacy Points Distribution,[107 711 182]
