8.720,13.826,21.590,28.703,29.692,24.395,23.872,19.613,9.049,4.769,4.582,6.081
9.028,13.726,20.345,26.821,28.310,23.498,23.334,19.293,8.615,4.174,4.026,5.455
8.012,13.370,21.113,28.514,28.261,23.450,23.247,19.206,9.515,4.287,3.755,5.298
8.200,12.949,19.499,26.786,27.681,23.134,23.504,20.611,11.489,5.136,4.570,5.781
8.254,13.418,19.942,26.606,27.672,23.281,23.895,22.374,9.872,5.015,4.397,5.850
8.735,13.798,21.048,27.649,28.132,23.335,23.470,20.622,9.253,4.797,4.614,6.492
8.629,13.520,21.279,27.784,29.377,23.671,23.256,18.535,8.393,4.672,4.203,5.391
8.014,12.762,20.566,27.035,27.721,23.179,25.173,22.403,11.062,6.200,4.766,5.859
8.478,13.561,20.089,26.872,27.968,23.272,23.613,21.079,9.853,4.833,4.165,5.588
8.108,13.911,21.920,28.634,28.071,23.209,23.579,20.826,11.296,5.323,4.422,6.286
8.893,14.731,21.851,28.684,28.658,23.483,23.316,18.862,10.257,5.015,4.254,5.598
8.327,14.011,21.411,28.359,28.290,23.360,23.407,19.992,17.156,6.970,5.104,5.955
8.127,12.670,20.994,28.269,27.799,23.314,24.831,19.471,8.950,4.296,3.857,5.218
7.866,12.946,19.576,27.070,27.750,23.128,24.146,21.462,11.233,5.138,4.448,6.176
8.760,13.596,20.694,28.079,28.075,23.333,24.986,25.129,13.290,6.307,4.788,5.604
8.227,12.870,20.130,27.979,27.950,23.462,23.507,20.586,9.851,4.947,4.049,5.325
8.122,13.027,19.836,27.344,28.032,23.296,23.520,24.876,13.864,5.921,4.740,5.910
8.109,13.349,20.960,27.386,28.115,23.252,23.308,18.883,10.812,5.816,4.586,5.790
8.284,12.729,19.772,26.430,27.575,23.138,23.500,21.268,10.339,5.258,4.758,5.738
8.193,13.135,19.626,26.404,27.493,23.250,25.036,24.249,11.871,5.601,4.755,5.684
8.145,13.219,20.063,26.663,27.635,23.597,25.496,22.277,10.372,5.072,4.541,5.627
8.077,13.292,20.005,26.542,27.645,23.314,23.324,19.787,10.667,5.067,4.386,5.669
8.471,13.502,20.261,26.925,28.081,23.235,23.309,19.352,10.053,5.369,4.686,5.811
8.323,13.989,19.859,26.631,27.815,23.230,23.349,19.839,9.749,5.974,4.991,5.891
8.580,14.041,19.793,26.917,27.778,23.187,23.309,18.852,8.978,4.599,4.332,5.793
7.886,12.883,19.922,26.424,27.468,23.144,24.676,24.562,12.758,5.899,5.365,6.947
8.658,13.213,21.096,27.198,27.788,23.388,23.815,20.121,10.341,5.194,4.822,5.749
8.146,13.497,19.552,26.710,27.615,23.389,24.358,22.628,10.702,5.528,4.765,5.942
7.931,14.006,20.791,28.481,28.132,23.304,23.139,18.597,8.684,4.363,4.042,5.503
8.506,13.328,19.475,26.356,27.913,23.795,23.865,22.982,10.646,5.173,4.393,5.733
