Statistic,Value
Mean Annual Scarcity,1.336068533822239
Mean Variability,19.382637944444447
Mean Surplus Capacity,8.436935722222222
Mean Deficit Severity,10.945702222222224
Mean Storage Adequacy,0.8124231182076601
Storage Adequacy Points Distribution,[ 28 972]
