Statistic,Value
Mean Annual Scarcity,1.994681906185218
Mean Variability,22.241635404431957
Mean Surplus Capacity,2.803076813267526
Mean Deficit Severity,19.43855859116443
Mean Storage Adequacy,0.7532453144143096
Storage Adequacy Points Distribution,[127 708 165]
