scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_Wheat_withdrawal,cluster_Rice_withdrawal_MiscAll_withdrawals
ssp_socio3_ag1_gwlo_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.248478,9.90809,12.24385,10.79427,14.992900999999998,0.472031,12.99002,0.711928,0.37821,0.440712,1,2,1,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwlo_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.236478,9.8514,12.18414,10.74512,14.949618,0.470281,12.95188,0.710072,0.377627,0.439758,1,2,2,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwlo_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.202375,9.79668,12.18117,10.75533,14.813282,0.470817,12.81294,0.712068,0.378069,0.439388,1,2,3,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwlo_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.262252,9.93166,12.29237,10.83003,15.175966999999998,0.471222,13.17061,0.713006,0.3786199999999999,0.442509,1,2,4,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwlo_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.200077,9.72421,12.04876,10.63785,14.818489,0.4681979999999999,12.82923,0.706508,0.376513,0.43804,1,2,5,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwlo_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.248153,9.85081,9.24147,10.52774,14.443306,0.472667,12.49954,0.6906869999999999,0.375826,0.404586,1,1,1,2,1,1,3,6,3,2,1,7,5,6
ssp_socio3_ag1_gwlo_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.265936,9.82475,11.71387,10.81438,15.165801,0.473417,13.17576,0.7073039999999999,0.375385,0.433935,1,1,2,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwlo_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.205073,9.81297,9.36492,10.51818,14.376429000000002,0.466575,12.43586,0.692399,0.376369,0.405226,1,1,3,2,1,1,3,6,3,2,1,7,5,6
ssp_socio3_ag1_gwlo_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.264019,9.86373,8.668140000000001,10.51836,14.408097000000001,0.471724,12.47016,0.689379,0.377328,0.399506,1,1,4,2,1,1,3,6,3,4,1,7,5,6
ssp_socio3_ag1_gwlo_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.220143,9.63688,9.73173,10.41725,14.56953,0.469448,12.62289,0.6908920000000001,0.37527,0.41103,1,1,5,2,1,1,3,6,3,2,1,7,5,6
ssp_socio3_ag1_gwmed_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.2338,9.89713,12.2558,10.79861,14.953008,0.472231,12.94937,0.7121810000000001,0.3785409999999999,0.440685,2,2,1,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwmed_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.230011,9.84813,12.19491,10.75063,14.928647999999999,0.470409,12.93006,0.710331,0.377927,0.439921,2,2,2,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwmed_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.18952,9.7864,12.19033,10.7587,14.776721000000002,0.471422,12.77574,0.7119329999999999,0.378339,0.439287,2,2,3,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwmed_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.243013,9.91737,12.30897,10.83976,15.118886999999999,0.47144,13.11191,0.7137089999999999,0.379297,0.442531,2,2,4,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwmed_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.180847,9.71508,12.07197,10.64811,14.779046,0.46879,12.78821,0.706674,0.377138,0.438234,2,2,5,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwmed_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.209659,9.89646,9.17028,10.55497,14.284673999999999,0.4687739999999999,12.34349,0.6921269999999999,0.376925,0.403358,2,1,1,2,1,1,3,6,3,2,1,7,5,6
ssp_socio3_ag1_gwmed_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.239001,9.82917,11.66453,10.81996,15.048951999999998,0.472729,13.05914,0.708045,0.375793,0.433245,2,1,2,2,1,1,3,6,3,0,1,7,5,6
ssp_socio3_ag1_gwmed_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.168539,9.79084,9.37348,10.52081,14.28904,0.467051,12.34814,0.6923819999999999,0.376275,0.405192,2,1,3,2,1,1,3,6,3,2,1,7,5,6
ssp_socio3_ag1_gwmed_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.21343,9.91166,8.60801,10.52869,14.233277,0.46824,12.29993,0.689389,0.377754,0.397964,2,1,4,2,1,1,3,6,3,4,1,7,5,6
ssp_socio3_ag1_gwmed_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.158659,9.67474,9.60501,10.41227,14.340025,0.465226,12.400860000000002,0.690117,0.375328,0.408494,2,1,5,2,1,1,3,6,3,2,1,7,5,6
ssp_socio3_ag2_gwhi_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.253028,9.43044,9.71796,8.463799999999999,12.481851300000002,0.411153,10.67401,0.59213,0.3380664,0.4664919,3,2,1,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwhi_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.257531,9.38707,9.65121,8.427050000000001,12.443272299999999,0.4114569999999999,10.6382,0.590214,0.3375752999999999,0.465826,3,2,2,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwhi_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.220213,9.36459,9.6598,8.42603,12.366294300000002,0.411863,10.56104,0.590279,0.337875,0.4652372999999999,3,2,3,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwhi_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.252988,9.42683,9.71738,8.45744,12.7074209,0.410325,10.90477,0.588884,0.3369908,0.4664510999999999,3,2,4,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwhi_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.22139,9.30002,9.52572,8.34807,12.368253300000001,0.410125,10.57098,0.586936,0.3360924,0.4641199,3,2,5,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwhi_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.235225,9.41186,8.39401,8.323210000000001,12.417950000000001,0.40768,10.64929,0.5798920000000001,0.3349574999999999,0.4461305,3,1,1,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwhi_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.253479,9.40739,9.58471,8.440760000000001,12.730305300000001,0.408053,10.9385,0.586498,0.3341487,0.4631055999999999,3,1,2,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwhi_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.212931,9.36936,8.46395,8.323269999999999,12.370768000000002,0.408098,10.59875,0.581253,0.3351617,0.4475053,3,1,3,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwhi_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.244594,9.41967,8.19403,8.32569,12.4753236,0.408337,10.70913,0.578816,0.3346948,0.4443457999999999,3,1,4,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwhi_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.213451,9.28668,8.5329,8.2554,12.262173699999998,0.407681,10.48918,0.580755,0.3347512,0.4498064999999999,3,1,5,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwlo_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.268758,9.41824,9.64315,8.40865,12.648271,0.410112,10.85324,0.585758,0.3350864,0.4640746,1,2,1,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwlo_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.268522,9.38756,9.62125,8.40275,12.6445502,0.409593,10.84755,0.58739,0.3356487,0.4643685,1,2,2,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwlo_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.240375,9.36741,9.62353,8.404,12.531695899999997,0.410205,10.73303,0.5881350000000001,0.3361589,0.464167,1,2,3,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwlo_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.286938,9.44752,9.68888,8.441180000000001,12.7960964,0.408543,10.99834,0.587855,0.335447,0.4659114,1,2,4,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwlo_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.253772,9.3116,9.48491,8.33117,12.5581344,0.4082389999999999,10.76742,0.5850810000000001,0.3343323,0.4630621,1,2,5,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwlo_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.294532,9.4399,8.36018,8.3061,12.5508886,0.407086,10.78711,0.5777800000000001,0.3330974,0.4458152,1,1,1,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwlo_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.297995,9.43339,9.55239,8.43116,12.838019400000002,0.407108,11.0515,0.58441,0.3324804,0.462521,1,1,2,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwlo_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.272311,9.38311,8.410860000000001,8.291229999999999,12.5201865,0.406588,10.75575,0.5781970000000001,0.3330888,0.4465627,1,1,3,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwlo_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.313771,9.45739,8.152619999999999,8.311689999999999,12.6012618,0.406693,10.84026,0.5772360000000001,0.3330136,0.4440592,1,1,4,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwlo_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.28053,9.30973,8.483839999999999,8.21823,12.5585562,0.405052,10.79738,0.576144,0.3316247,0.4483555,1,1,5,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwmed_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.243885,9.40667,9.67415,8.41581,12.5940095,0.411228,10.79649,0.5859270000000001,0.3358921,0.4644724,2,2,1,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwmed_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.251471,9.37489,9.6313,8.40532,12.5787715,0.410449,10.78057,0.5869489999999999,0.3361124,0.4646911,2,2,2,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwmed_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.23579,9.36642,9.62793,8.41295,12.428529200000002,0.4113290000000001,10.62677,0.589021,0.3368658,0.4645434,2,2,3,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwmed_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.259432,9.42986,9.71054,8.45353,12.7410705,0.41006,10.93974,0.588429,0.3366172999999999,0.4662242,2,2,4,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwmed_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.242305,9.31233,9.51292,8.34937,12.4205372,0.40958,10.62288,0.5879380000000001,0.3358970999999999,0.4642420999999999,2,2,5,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwmed_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.239519,9.41467,8.399429999999999,8.32025,12.4647034,0.408093,10.69673,0.579248,0.334435,0.4461974,2,1,1,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwmed_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.253291,9.40254,9.52232,8.432160000000001,12.740728599999999,0.408138,10.95167,0.585296,0.3336677,0.4619569,2,1,2,2,1,2,3,6,0,2,7,3,5,6
ssp_socio3_ag2_gwmed_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.22993,9.36681,8.43196,8.29955,12.4597099,0.407017,10.69329,0.5792069999999999,0.3336363,0.4465596000000001,2,1,3,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwmed_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.255859,9.43431,8.201329999999999,8.32916,12.5292902,0.407474,10.76349,0.579148,0.3344287,0.4447495,2,1,4,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag2_gwmed_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.226938,9.27753,8.492239999999999,8.2244,12.461977300000001,0.405981,10.69801,0.577047,0.3326684,0.4482709,2,1,5,2,1,2,3,6,0,4,7,3,5,6
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.540279,9.94155,11.48029,10.27143,14.955602,0.482057,12.90751,0.7447590000000001,0.360946,0.46033,3,2,1,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.540856,9.88918,11.42447,10.24078,14.913352,0.482699,12.86755,0.742397,0.360909,0.459797,3,2,2,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.496999,9.84683,11.43466,10.25068,14.780434000000001,0.483412,12.73272,0.7435149999999999,0.361532,0.459255,3,2,3,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.549582,9.95809,11.52808,10.31101,15.112646,0.483515,13.06068,0.745042,0.3614969999999999,0.461912,3,2,4,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.495495,9.77382,11.32719,10.16423,14.713041000000002,0.48165,12.67177,0.740358,0.360454,0.458809,3,2,5,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.51714,9.93604,8.872069999999999,10.05607,14.412788,0.4801399999999999,12.42148,0.725372,0.358879,0.426917,3,1,1,2,1,5,3,6,3,2,1,7,5,6
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.535419,9.92613,10.90233,10.2845,14.993441,0.48018,12.96472,0.738739,0.35798,0.451822,3,1,2,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwhi_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.475954,9.84953,9.05198,10.03953,14.432609,0.477972,12.44027,0.726308,0.359042,0.429017,3,1,3,2,1,5,3,6,3,2,1,7,5,6
ssp_socio3_ag5_gwhi_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.522311,9.95373,8.4189,10.04215,14.40443,0.479839,12.419,0.723525,0.35953,0.4225359999999999,3,1,4,2,1,5,3,6,3,4,1,7,5,6
ssp_socio3_ag5_gwhi_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.472802,9.73681,9.22669,9.94637,14.452079,0.47712,12.46139,0.724182,0.357858,0.431529,3,1,5,2,1,5,3,6,3,2,1,7,5,6
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.561427,9.95637,11.46021,10.26264,15.016541,0.482839,12.97074,0.742649,0.360168,0.4601449999999999,1,2,1,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.55223,9.90534,11.41563,10.23057,14.980306999999998,0.482159,12.937259999999998,0.7414099999999999,0.360079,0.459399,1,2,2,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.515987,9.86117,11.4182,10.24326,14.848287000000001,0.482704,12.8024,0.742993,0.360912,0.459278,1,2,3,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.576406,9.98131,11.50905,10.29618,15.201810999999998,0.482671,13.153099999999998,0.743725,0.360419,0.461896,1,2,4,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.520261,9.78903,11.29173,10.13921,14.861061999999999,0.479966,12.826,0.738213,0.358932,0.457951,1,2,5,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwlo_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.566041,9.93248,8.92775,10.04624,14.620568999999998,0.481772,12.62825,0.7244539999999999,0.357842,0.4282510000000001,1,1,1,2,1,5,3,6,3,2,1,7,5,6
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.577735,9.90219,11.04749,10.28737,15.236849999999997,0.484516,13.204479999999998,0.7369180000000001,0.356912,0.454024,1,1,2,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwlo_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.523426,9.87513,9.01316,10.02693,14.547563,0.477691,12.55925,0.723676,0.358135,0.4288109999999999,1,1,3,2,1,5,3,6,3,2,1,7,5,6
ssp_socio3_ag5_gwlo_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.580818,9.94318,8.438989999999999,10.02825,14.605689,0.481967,12.61951,0.7222109999999999,0.358541,0.42346,1,1,4,2,1,5,3,6,3,4,1,7,5,6
ssp_socio3_ag5_gwlo_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.537561,9.72485,9.31329,9.92844,14.702958,0.480007,12.71117,0.722141,0.356517,0.433123,1,1,5,2,1,5,3,6,3,2,1,7,5,6
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.539848,9.93899,11.47327,10.26455,14.958395000000001,0.483252,12.91175,0.7426699999999999,0.360651,0.460072,2,2,1,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.541034,9.89514,11.4269,10.23705,14.945995000000002,0.482407,12.901790000000002,0.7417779999999999,0.3604699999999999,0.45955,2,2,2,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.502109,9.85151,11.43165,10.24871,14.809648999999999,0.48301,12.76263,0.743367,0.361359,0.459283,2,2,3,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.551949,9.96125,11.52609,10.30818,15.127391,0.483475,13.07583,0.744816,0.361324,0.461946,2,2,4,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.496751,9.77479,11.31463,10.1529,14.804373,0.481376,12.76609,0.7389819999999999,0.3597309999999999,0.4581940000000001,2,2,5,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwmed_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.520277,9.94424,8.88448,10.05641,14.463451000000001,0.479995,12.47214,0.725175,0.358724,0.427417,2,1,1,2,1,5,3,6,3,2,1,7,5,6
ssp_socio3_ag5_gwmed_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.535232,9.91475,10.91444,10.26912,15.035002,0.481023,13.00778,0.736919,0.357353,0.451927,2,1,2,2,1,5,3,6,3,0,1,7,5,6
ssp_socio3_ag5_gwmed_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.482285,9.85507,9.04684,10.04145,14.453678000000002,0.47858,12.46145,0.7258249999999999,0.358838,0.428985,2,1,3,2,1,5,3,6,3,2,1,7,5,6
ssp_socio3_ag5_gwmed_rs_miroc_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.525836,9.96042,8.41041,10.04239,14.431250999999998,0.479591,12.44624,0.723352,0.35948,0.422588,2,1,4,2,1,5,3,6,3,4,1,7,5,6
ssp_socio3_ag5_gwmed_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_GodavariR_W,2.476674,9.74045,9.23094,9.94294,14.488760000000001,0.477121,12.4984,0.7238629999999999,0.357615,0.4317609999999999,2,1,5,2,1,5,3,6,3,2,1,7,5,6
