scenario,year,region,input,FiberCrop_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,FodderHerb_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_SugarCrop_withdrawal_Wheat_withdrawal,cluster_SugarCrop_withdrawal_MiscAll_withdrawals
ssp_socio5_ag4_gwhi_rs_noresm_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.415863,0.353244,0.00354003,11.463862500000001,0.499854,9.357943,1.336765,0.01848511,0.2067996,0.04401579,3,1,5,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_exp_gfdl_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.28508,0.337909,0.00260666,11.5501007,0.5276500000000001,9.8564,0.925546,0.01717446,0.1946453,0.02868494,1,2,1,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_exp_gfdl_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.4161370000000004,0.352678,0.00353458,11.40662981,0.499052,9.297253,1.341009,0.01845004,0.2069551,0.04391067,1,2,1,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_exp_hadgem_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.3083,0.3390559999999999,0.00262271,11.65616144,0.526664,9.96585,0.922551,0.01736567,0.195165,0.02856577,1,2,2,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_exp_hadgem_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.4049480000000005,0.351003,0.0035241,11.43907308,0.4949939999999999,9.334609,1.341781,0.01837104,0.2054054,0.04391264,1,2,2,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_exp_ipsl_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,2.741171,0.2295292999999999,0.001815779,11.538556919999998,0.2943199999999999,10.22684,0.8665120000000001,0.01253551,0.1128003,0.02554911,1,2,3,1,1,4,5,0,0,4,4,4
ssp_socio5_ag4_gwlo_exp_ipsl_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,2.767361,0.2368812,0.002602706,11.131394069999999,0.2709482,9.42864,1.259001,0.01295169,0.1197882,0.04006498,1,2,3,2,1,4,5,0,0,4,4,4
ssp_socio5_ag4_gwlo_exp_miroc_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.33084,0.342312,0.00264622,11.66872422,0.535271,9.94177,0.94812,0.01733652,0.1971484,0.0290783,1,2,4,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_exp_miroc_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.436885,0.3548,0.00355846,11.420759660000002,0.5009709999999999,9.291142,1.358273,0.01851865,0.2077009,0.04415411,1,2,4,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_exp_noresm_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.33345,0.33919,0.00262231,11.702529660000001,0.5234369999999999,10.00998,0.9274,0.01746309,0.1955614,0.02868817,1,2,5,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_exp_noresm_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.413821,0.349742,0.00351478,11.46017207,0.494391,9.364879,1.3338020000000002,0.01835345,0.2048777,0.04386892,1,2,5,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_rs_gfdl_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.26999,0.32821,0.00254449,11.498615920000002,0.4960779999999999,9.83047,0.940963,0.01688698,0.1857897,0.02842824,1,1,1,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_rs_gfdl_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.416149,0.34692,0.00350274,11.35340587,0.484452,9.2387,1.367116,0.01813957,0.2010217,0.0439766,1,1,1,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwlo_rs_miroc_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,2.015769,0.1089743,0.000816616,11.222576529999998,0.0797467,10.26457,0.820182,0.00657465,0.0300868,0.02141638,1,1,4,1,1,4,5,2,7,4,0,4
ssp_socio5_ag4_gwlo_rs_noresm_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,2.051473,0.1130486,0.00086178,11.33591969,0.0902155,10.36673,0.817238,0.00676108,0.0332229,0.02175221,1,1,5,1,1,4,5,2,7,4,0,4
ssp_socio5_ag4_gwlo_rs_noresm_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,2.8151140000000003,0.2379889,0.002617221,11.10028954,0.270649,9.35346,1.3037379999999998,0.01295681,0.1191372,0.04034853,1,1,5,2,1,4,5,0,0,4,4,4
ssp_socio5_ag4_gwmed_exp_gfdl_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.28744,0.338036,0.0026006999999999,11.556132859999998,0.521467,9.88238,0.911282,0.01733983,0.1952414,0.02842263,2,2,1,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_exp_gfdl_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.4038250000000003,0.352106,0.00352625,11.424361039999999,0.4988229999999999,9.332259,1.324195,0.01843186,0.2068364999999999,0.04381568,2,2,1,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_exp_hadgem_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.31339,0.33949,0.00262462,11.658843599999999,0.523212,9.97931,0.914245,0.01752605,0.1960937,0.02845685,2,2,2,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_exp_hadgem_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.4102589999999995,0.352405,0.00353382,11.46221056,0.4995810000000001,9.36778,1.325445,0.01846596,0.2070588,0.0438798,2,2,2,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_exp_ipsl_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.31366,0.339975,0.00263491,11.68065049,0.5349809999999999,9.9789,0.924358,0.01735706,0.1962181,0.02883633,2,2,3,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_exp_ipsl_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.415132,0.3528559999999999,0.00354258,11.448392819999999,0.50054,9.353648,1.324014,0.01849916,0.2077286,0.04396306,2,2,3,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_exp_miroc_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.3254300000000003,0.342099,0.00263153,11.64591512,0.514107,9.96873,0.919254,0.01780017,0.1974691,0.02855485,2,2,4,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_exp_miroc_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.420604,0.354607,0.00355103,11.439308379999998,0.500748,9.324668999999998,1.3436469999999998,0.01851004,0.2076666,0.04406774,2,2,4,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_exp_noresm_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.31825,0.340416,0.00262494,11.71388597,0.525854,10.02509,0.920166,0.01748059,0.1966396,0.02865578,2,2,5,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_exp_noresm_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.411156,0.352749,0.00353295,11.4706783,0.499539,9.371238,1.3305129999999998,0.01846498,0.2069889,0.04393442,2,2,5,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_rs_gfdl_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.30096,0.338914,0.00261498,11.542038799999997,0.522123,9.857869999999998,0.921202,0.01738539,0.1949486,0.02850981,2,1,1,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_rs_gfdl_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.417906,0.353896,0.00354875,11.394713349999998,0.499887,9.273259,1.352056,0.0184783,0.2070037,0.04402935,2,1,1,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_rs_hadgem_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.3235400000000004,0.340237,0.00263917,11.64613515,0.527037,9.95304,0.924185,0.01748677,0.1958353,0.02855108,2,1,2,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_rs_hadgem_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.422997,0.35406,0.00355551,11.434624989999998,0.5007189999999999,9.313378,1.350677,0.01850923,0.2072755,0.04406626,2,1,2,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_rs_ipsl_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.3355,0.340966,0.00264702,11.656048980000001,0.5271939999999999,9.96005,0.926283,0.01759492,0.1961899,0.02873716,2,1,3,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_rs_ipsl_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.428205,0.353991,0.00356046,11.43573716,0.5013650000000001,9.326373,1.337813,0.01854444,0.2075333,0.04410842,2,1,3,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_rs_miroc_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.33936,0.343162,0.00264794,11.637709820000001,0.527051,9.93293,0.934113,0.01758159,0.1972676,0.02876663,2,1,4,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_rs_miroc_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.440923,0.356853,0.00357609,11.406387539999999,0.5025569999999999,9.260292,1.372734,0.01858162,0.207894,0.04432892,2,1,4,2,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_rs_noresm_NDC_Tax_ffict,2100,USA,water_td_irr_UsaColoRS_W,3.327,0.34118,0.0026351,11.698574409999997,0.5258510000000001,10.00109,0.928939,0.01752597,0.196409,0.02875944,2,1,5,1,1,4,5,6,5,4,2,4
ssp_socio5_ag4_gwmed_rs_noresm_NDC_Tax_uct,2100,USA,water_td_irr_UsaColoRS_W,3.416221,0.353261,0.00354058,11.46106322,0.499833,9.353895,1.338065,0.01848133,0.2067668999999999,0.04402199,2,1,5,2,1,4,5,6,5,4,2,4
