scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,FodderHerb_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal
ssp_ag3_soc3_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.964939999999999,1.071126,1.315369,2.069163,5.5732558,0.519845,0.337726,1.595049,0.0937088,2.3795610000000003,0.647366,1,2,1,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwlo_exp_gfdl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.00344,1.060725,1.293158,2.287475,5.803702299999999,0.444082,0.3260626,1.7776310000000002,0.0929973,2.386938,0.7759914000000001,1,2,1,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.16685,1.093856,1.344785,2.11836,5.689690099999999,0.527489,0.3457421,1.623808,0.096808,2.437923,0.6579200000000001,1,2,2,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwlo_exp_hadgem_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.04026,1.065832,1.299527,2.300987,5.8493414,0.447816,0.3296502,1.790327,0.0937464,2.4059600000000003,0.7818418,1,2,2,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.31677,1.116858,1.368931,2.16026,5.8031772,0.539771,0.353711,1.652377,0.0988062,2.485552,0.67296,1,2,3,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwlo_exp_ipsl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.05397,1.074184,1.305586,2.320599,5.8800449,0.4516409999999999,0.3335595999999999,1.7878789999999998,0.0946079,2.424599,0.7877584,1,2,3,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwlo_exp_miroc_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.06509,1.07492,1.323335,2.07951,5.5933939,0.515668,0.3366853,1.609795,0.0947086,2.388833,0.6477040000000001,1,2,4,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwlo_exp_miroc_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.05781,1.063706,1.297148,2.29275,5.822089299999999,0.444238,0.3248368,1.797995,0.0930188,2.384082,0.7779187,1,2,4,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwlo_exp_noresm_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.20982,1.093087,1.337268,2.113943,5.7025733,0.526694,0.34638,1.634076,0.0966693,2.438767,0.659987,1,2,5,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwlo_exp_noresm_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.09342,1.066897,1.289717,2.301867,5.8580249,0.4482109999999999,0.3316328,1.790002,0.0941123999999999,2.409672,0.7843946999999999,1,2,5,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.21075,1.081171,1.322347,1.971261,5.596466100000001,0.513225,0.3340982999999999,1.637064,0.0938938,2.374515,0.64367,1,1,1,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwlo_rs_gfdl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.202810000000001,1.068256,1.296583,2.254475,5.8281564,0.4424229999999999,0.3225834,1.817319,0.0928224,2.376867,0.7761416000000001,1,1,1,2,2,3,3,1,2,4,7,7
ssp_ag3_soc3_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.34145,1.100552,1.343805,2.012249,5.7015316,0.524284,0.3428587,1.660011,0.0959129,2.42464,0.653825,1,1,2,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwlo_rs_hadgem_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.21428,1.073071,1.302677,2.267448,5.8717116,0.447364,0.3266049,1.82779,0.0933881,2.3952180000000003,0.7813465999999999,1,1,2,2,2,3,3,1,2,4,7,7
ssp_ag3_soc3_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.64304,1.124817,1.3694730000000002,2.062221,5.8190308,0.536568,0.3501855,1.69003,0.0980283,2.4737780000000003,0.6704410000000001,1,1,3,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwlo_rs_ipsl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.34577,1.083157,1.311786,2.29255,5.921130400000001,0.4510979999999999,0.3295107,1.8409830000000005,0.0943621,2.416374,0.7888025999999999,1,1,3,2,2,3,3,1,2,4,7,7
ssp_ag3_soc3_gwlo_rs_miroc_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.30786,1.082606,1.325902,1.996202,5.6135635,0.512703,0.3324741,1.653216,0.0940814,2.375043,0.646046,1,1,4,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwlo_rs_miroc_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.3058,1.0720690000000002,1.300718,2.269801,5.848968,0.444029,0.3216290999999999,1.835602,0.0929006999999999,2.3753390000000003,0.7794681999999998,1,1,4,2,2,3,3,1,2,4,7,7
ssp_ag3_soc3_gwlo_rs_noresm_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.44194,1.097217,1.335014,2.017779,5.710412,0.5245230000000001,0.3439895999999999,1.658827,0.0959144,2.429887,0.6572709999999999,1,1,5,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwlo_rs_noresm_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.31414,1.074209,1.2933899999999998,2.271488,5.8933551,0.448218,0.3281052,1.83572,0.0937422,2.402271,0.7852986999999999,1,1,5,2,2,3,3,1,2,4,7,7
ssp_ag3_soc3_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.86633,1.069626,1.323414,2.069083,5.5636096,0.515847,0.3380823,1.582102,0.0945813,2.387262,0.6457350000000001,2,2,1,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwmed_exp_gfdl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.891780000000001,1.056606,1.294102,2.28304,5.7820144,0.44367,0.3267343,1.757198,0.0929015,2.386867,0.7746436,2,2,1,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.06459,1.090757,1.34646,2.1144030000000003,5.6782486,0.52766,0.3457474,1.61401,0.0965002,2.437377,0.656954,2,2,2,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwmed_exp_hadgem_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.955239999999999,1.062185,1.2999809999999998,2.297469,5.8272543,0.447114,0.3304807,1.769054,0.0937761,2.406024,0.7808054999999999,2,2,2,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.2446,1.114941,1.370177,2.157998,5.7957554,0.539049,0.3540082,1.6451349999999998,0.0988362,2.486583,0.6721440000000001,2,2,3,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwmed_exp_ipsl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.022160000000001,1.073216,1.3057219999999998,2.320046,5.8789644,0.4521979999999999,0.3338956,1.784717,0.0945485,2.426069,0.7875363000000001,2,2,3,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwmed_exp_miroc_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.88815,1.0692780000000002,1.325267,2.072739,5.570475299999999,0.5148429999999999,0.3372899,1.589244,0.0945654,2.388751,0.645782,2,2,4,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwmed_exp_miroc_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.9906000000000015,1.060333,1.2944300000000002,2.2900810000000003,5.802284500000001,0.4444149999999999,0.3266457,1.774531,0.0930564,2.386771,0.7768654,2,2,4,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwmed_exp_noresm_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.04232,1.08831,1.339632,2.107902,5.686661600000001,0.5259830000000001,0.3466891,1.6187520000000002,0.0965395,2.440362,0.6583359999999999,2,2,5,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwmed_exp_noresm_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.02924,1.064605,1.289894,2.29789,5.851734100000001,0.448529,0.331523,1.784946,0.0938536,2.4094870000000004,0.7833955,2,2,5,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.87543,1.07066,1.323172,1.964351,5.550084200000001,0.512371,0.3360310999999999,1.5936940000000002,0.0936661,2.3742970000000003,0.6400250000000001,2,1,1,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwmed_rs_gfdl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.9281000000000015,1.059414,1.295459,2.249418,5.7866881999999995,0.442483,0.3250128,1.774487,0.0926201,2.378726,0.7733593000000001,2,1,1,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.06855,1.091569,1.344547,2.006599,5.6602868,0.522942,0.3445485,1.620718,0.0958113,2.425468,0.650799,2,1,2,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwmed_rs_hadgem_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.97898,1.065225,1.301418,2.264199,5.8336497000000005,0.446667,0.3291808,1.786384,0.0934113,2.398501,0.7795055999999999,2,1,2,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.28266,1.117719,1.371107,2.059602,5.7848901999999995,0.535802,0.3514537,1.6610619999999998,0.0979875,2.471216,0.667369,2,1,3,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwmed_rs_ipsl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.18379,1.080121,1.3082399999999998,2.294066,5.8901802,0.451126,0.3312335,1.812153,0.0944018,2.413218,0.7880479,2,1,3,2,2,3,3,1,2,4,7,7
ssp_ag3_soc3_gwmed_rs_miroc_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.93778,1.071273,1.326324,1.986996,5.562299,0.5117729999999999,0.3349547,1.604378,0.0939273,2.375379,0.641887,2,1,4,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwmed_rs_miroc_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.10558,1.066981,1.302944,2.267089,5.8281735999999995,0.442303,0.3222998,1.817987,0.0930682,2.374591,0.7779246,2,1,4,2,2,3,3,1,2,1,7,7
ssp_ag3_soc3_gwmed_rs_noresm_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.04257,1.087431,1.339121,2.01046,5.6746835,0.5228539999999999,0.3446765999999999,1.630187,0.0956258999999999,2.427775,0.653565,2,1,5,1,2,3,3,6,2,4,7,7
ssp_ag3_soc3_gwmed_rs_noresm_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.0906,1.067222,1.290104,2.268441,5.8565925,0.4478649999999999,0.3305762,1.797504,0.0937236,2.403692,0.7832316999999999,2,1,5,2,2,3,3,1,2,1,7,7
ssp_socio3_ag3_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.84305,1.068666,1.322326,2.067227,5.5614863,0.516779,0.3380835,1.581646,0.0942658,2.384971,0.645741,3,2,1,1,1,3,3,6,2,4,7,7
ssp_socio3_ag3_gwhi_exp_gfdl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.8534000000000015,1.05469,1.29347,2.278919,5.7736555,0.44388,0.3265274,1.752559,0.0925997,2.384411,0.7736784000000001,3,2,1,2,1,3,3,1,2,1,7,7
ssp_socio3_ag3_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.05869,1.0900379999999998,1.34588,2.113132,5.6756171,0.526601,0.3460314,1.610575,0.0966557,2.439278,0.6564760000000001,3,2,2,1,1,3,3,6,2,4,7,7
ssp_socio3_ag3_gwhi_exp_hadgem_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.95396,1.062155,1.299457,2.297835,5.827357000000001,0.447176,0.3306586,1.767481,0.0937611,2.4073130000000003,0.7809673,3,2,2,2,1,3,3,1,2,1,7,7
ssp_socio3_ag3_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.16855,1.112661,1.371622,2.1552480000000003,5.7869985,0.538458,0.3539532999999999,1.6388349999999998,0.0987292,2.485592,0.671431,3,2,3,1,1,3,3,6,2,4,7,7
ssp_socio3_ag3_gwhi_exp_ipsl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.93257,1.070715,1.3076299999999998,2.31755,5.8690261,0.451426,0.333772,1.7766380000000002,0.0944637,2.425927,0.7867993999999999,3,2,3,2,1,3,3,1,2,1,7,7
ssp_socio3_ag3_gwhi_exp_miroc_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.87303,1.068496,1.324096,2.071657,5.567648999999999,0.514717,0.3375546,1.585827,0.0945514,2.389354,0.645645,3,2,4,1,1,3,3,6,2,4,7,7
ssp_socio3_ag3_gwhi_exp_miroc_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.882239999999999,1.057372,1.2963559999999998,2.287268,5.7896592,0.4445479999999999,0.3267220999999999,1.762384,0.0928343,2.387109,0.7760617999999999,3,2,4,2,1,3,3,1,2,1,7,7
ssp_socio3_ag3_gwhi_exp_noresm_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.999970000000003,1.086927,1.339981,2.106007,5.6829882000000005,0.52563,0.3468329,1.615883,0.0965173,2.439902,0.658223,3,2,5,1,1,3,3,6,2,4,7,7
ssp_socio3_ag3_gwhi_exp_noresm_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.9113799999999985,1.061387,1.293377,2.294759,5.83799,0.446688,0.3311934,1.7755169999999998,0.0938838,2.408284,0.7824238,3,2,5,2,1,3,3,1,2,1,7,7
ssp_socio3_ag3_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.867560000000003,1.07007,1.323346,1.970932,5.5473623000000005,0.51254,0.3367035,1.588118,0.0937808,2.3761970000000003,0.640023,3,1,1,1,1,3,3,6,2,4,7,7
ssp_socio3_ag3_gwhi_rs_gfdl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.882960000000001,1.057854,1.295863,2.250302,5.778271,0.442401,0.325479,1.765673,0.092597,2.379136,0.772985,3,1,1,2,1,3,3,1,2,1,7,7
ssp_socio3_ag3_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.05598,1.091036,1.343551,2.012772,5.6581893,0.522453,0.3447035999999999,1.619182,0.0959027,2.424835,0.651113,3,1,2,1,1,3,3,6,2,4,7,7
ssp_socio3_ag3_gwhi_rs_hadgem_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.973929999999998,1.0643479999999998,1.299816,2.265545,5.8274798,0.446013,0.3297707,1.7787769999999998,0.0935569,2.399914,0.7794481999999999,3,1,2,2,1,3,3,1,2,1,7,7
ssp_socio3_ag3_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.19753,1.114858,1.371394,2.062268,5.7745471,0.534241,0.3521077,1.651145,0.0981134,2.472248,0.6666920000000001,3,1,3,1,1,3,3,6,2,4,7,7
ssp_socio3_ag3_gwhi_rs_ipsl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.97133,1.073352,1.3091309999999998,2.288735,5.870010199999999,0.449567,0.3320768,1.792372,0.0942924,2.415828,0.785874,3,1,3,2,1,3,3,1,2,1,7,7
ssp_socio3_ag3_gwhi_rs_miroc_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.9125,1.069732,1.324658,1.988095,5.5571657000000005,0.511676,0.3359127999999999,1.596772,0.0939669,2.377193,0.641645,3,1,4,1,1,3,3,6,2,4,7,7
ssp_socio3_ag3_gwhi_rs_miroc_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.92985,1.059739,1.298231,2.261944,5.7896066,0.441356,0.3252385,1.7758509999999998,0.0930621,2.378531,0.775568,3,1,4,2,1,3,3,1,2,1,7,7
