scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,FodderHerb_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_Wheat_withdrawal,cluster_Rice_withdrawal_MiscAll_withdrawals
ssp_socio3_ag1_gwhi_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.64931,12.99444,4.842230000000001,0.791022,29.320826999999998,2.0297270000000003,1.78948,10.91122,4.41466,6.876659999999998,3.2990800000000005,3,2,2,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwhi_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.08976,12.78217,4.79272,0.7836930000000001,28.905452999999998,2.0110840000000003,1.7705490000000002,10.67727,4.37996,6.8083,3.25829,3,2,3,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwhi_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.55738,12.95613,4.8424700000000005,0.7890550000000001,29.262195000000002,2.016253,1.760432,10.9906,4.385730000000001,6.824739999999999,3.28444,3,2,4,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwhi_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.33836,12.89778,4.8264,0.788859,29.346702999999998,2.0322500000000003,1.817003,10.85609,4.42159,6.910139999999999,3.3096300000000003,3,2,5,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwhi_rs_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.60247,13.01095,4.89496,0.8055329999999999,29.345238,2.006518,1.75155,11.12493,4.37415,6.80475,3.28334,3,1,1,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwhi_rs_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.68712,13.04768,4.88354,0.804245,29.468892000000004,2.0166060000000003,1.7687560000000002,11.13386,4.41139,6.842130000000001,3.29615,3,1,2,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwhi_rs_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.07746,12.74104,4.84621,0.797396,29.017393000000002,1.982702,1.7386910000000002,10.95629,4.3285,6.76055,3.25066,3,1,3,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwhi_rs_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.55377,12.93873,4.892530000000001,0.8063060000000001,29.279194,1.98581,1.737414,11.15341,4.35455,6.771610000000001,3.2764,3,1,4,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwhi_rs_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.30541,12.81472,4.876119999999999,0.798725,29.447598000000003,2.007353,1.785235,11.11702,4.37172,6.863989999999999,3.30228,3,1,5,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwlo_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.7284,13.02327,4.84657,0.789909,29.295839,2.025467,1.7750720000000002,10.9574,4.400440000000001,6.8462,3.2912600000000003,1,2,1,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwlo_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.74656,13.03282,4.85051,0.7919069999999999,29.412826,2.031523,1.787913,10.99056,4.4202,6.8785500000000015,3.3040800000000004,1,2,2,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwlo_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.25275,12.8218,4.79774,0.7846,28.993706000000003,2.01276,1.7703259999999998,10.74478,4.38736,6.8131900000000005,3.26529,1,2,3,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwlo_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.78634,13.013560000000002,4.8506800000000005,0.790309,29.377469,2.015791,1.7590880000000002,11.0837,4.3951,6.829790000000001,3.294,1,2,4,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwlo_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.58243,12.96529,4.83483,0.79025,29.497761,2.03873,1.816841,10.97392,4.43216,6.916779999999998,3.3193300000000003,1,2,5,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwlo_rs_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.8607,12.82185,4.9532,0.8024819999999999,29.316358,2.003969,1.7062389999999998,11.23621,4.312180000000001,6.769480000000001,3.2882800000000003,1,1,1,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwlo_rs_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.92349,12.832440000000002,4.9682,0.801596,29.466192,2.019212,1.69846,11.27532,4.35907,6.807869999999999,3.30626,1,1,2,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwmed_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.57263,12.98923,4.84414,0.789119,29.224564,2.023371,1.774693,10.90267,4.39581,6.84208,3.28594,2,2,1,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwmed_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.66576,13.01185,4.8486600000000015,0.791361,29.365804,2.0295560000000004,1.787948,10.95549,4.4165600000000005,6.87529,3.30096,2,2,2,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwmed_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.11988,12.79326,4.79574,0.784014,28.932929,2.013095,1.770184,10.69716,4.3819300000000005,6.8101,3.26046,2,2,3,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwmed_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.5723,12.96192,4.8448400000000005,0.789193,29.270468,2.0118620000000003,1.758946,11.00013,4.38938,6.8248700000000015,3.28528,2,2,4,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwmed_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.37379,12.92593,4.83426,0.789471,29.417260999999996,2.037214,1.816507,10.91123,4.42476,6.914,3.31355,2,2,5,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwmed_rs_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.61633,13.01133,4.90187,0.8056319999999999,29.369362999999996,2.006485,1.7448580000000002,11.15672,4.370699999999999,6.803789999999999,3.28681,2,1,1,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwmed_rs_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.75176,12.92266,4.932580000000001,0.802897,29.490403,2.0289710000000003,1.7212919999999998,11.21072,4.39525,6.82752,3.3066500000000003,2,1,2,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwmed_rs_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.11726,12.74375,4.85711,0.797614,29.051298000000003,1.981019,1.735399,10.99812,4.32104,6.7604,3.25532,2,1,3,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwmed_rs_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.58841,12.95118,4.90616,0.807028,29.346576,1.9911,1.729456,11.2157,4.34848,6.77632,3.28552,2,1,4,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag1_gwmed_rs_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,18.31114,12.798369999999998,4.88659,0.7985760000000001,29.459567,2.006466,1.7716610000000002,11.14879,4.36627,6.8609100000000005,3.30547,2,1,5,2,1,1,3,6,0,0,5,4,2,6
ssp_socio3_ag2_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,32.997699999999995,11.86213,5.34626,0.428771,33.331700000000005,3.00006,3.4450800000000004,14.95979,3.08113,5.43766,3.40798,3,2,1,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwhi_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.53978,13.90806,6.21539,0.6308860000000001,38.224941,2.808558,4.210143,16.05875,3.83646,6.45844,4.85259,3,2,1,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.2494,11.86264,5.336,0.4306359999999999,33.447269999999996,3.00868,3.47307,14.984979999999998,3.10091,5.47004,3.40959,3,2,2,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwhi_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.827740000000006,13.933420000000002,6.2087400000000015,0.632359,38.404241000000006,2.829028,4.254943,16.1037,3.84971,6.49029,4.87657,3,2,2,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwhi_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.02731,13.80815,6.17251,0.628318,38.019342,2.813374,4.220728,15.86952,3.8261,6.45255,4.8370700000000015,3,2,3,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwhi_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.596070000000005,13.92599,6.22606,0.63148,38.563376,2.807509,4.166777,16.45845,3.82241,6.4477400000000005,4.86049,3,2,4,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwhi_exp_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.1472,11.90068,5.3455900000000005,0.431849,33.79260000000001,3.0313600000000003,3.53265,15.13577,3.11794,5.52763,3.4472500000000004,3,2,5,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwhi_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.55321,13.9176,6.17781,0.631536,38.555772000000005,2.843309,4.296553,16.13907,3.85898,6.517180000000001,4.90068,3,2,5,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwhi_rs_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.53667,13.88032,6.258319999999999,0.6350100000000001,38.54652000000001,2.781141,4.149379,16.567500000000006,3.78986,6.41108,4.84756,3,1,1,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwhi_rs_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.82302,13.91802,6.24844,0.636283,38.75871300000001,2.797395,4.197498,16.635350000000006,3.81222,6.444940000000001,4.87131,3,1,2,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwhi_rs_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,32.898070000000004,13.6355,6.2233800000000015,0.631812,38.123564,2.750062,4.143682,16.29027,3.75031,6.37467,4.81457,3,1,3,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwhi_rs_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.5871,13.8189,6.27069,0.6360049999999999,38.58106599999999,2.770947,4.119619,16.68862,3.77071,6.382999999999999,4.84817,3,1,4,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwhi_rs_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,32.7381,11.5714,5.38627,0.432108,33.35357,2.93404,3.50008,15.02827,3.04203,5.44745,3.4017,3,1,5,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwhi_rs_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.31058,13.69399,6.207269999999999,0.632437,38.40735,2.784551,4.255629,16.25281,3.79018,6.45153,4.87265,3,1,5,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.469,11.92762,5.360189999999999,0.430353,33.66161,3.00573,3.43651,15.26444,3.0890500000000003,5.4447600000000005,3.42112,1,2,1,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwlo_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,34.0845,14.0087,6.22455,0.631617,38.679280999999996,2.825048,4.193673,16.506149999999998,3.82445,6.45832,4.87164,1,2,1,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.5674,11.93003,5.35657,0.432477,33.80784,3.01708,3.4643300000000004,15.32042,3.10682,5.472709999999998,3.42648,1,2,2,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwlo_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,34.19125,14.011120000000002,6.225230000000001,0.633818,38.82646600000001,2.831488,4.224618,16.541220000000006,3.85132,6.4888900000000005,4.88893,1,2,2,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,32.7375,11.80137,5.28308,0.427428,33.32311,3.01986,3.44316,15.0029,3.05614,5.40186,3.39919,1,2,3,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwlo_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.51103,13.882179999999998,6.18118,0.629679,38.380931999999994,2.815959,4.197353,16.234009999999998,3.83049,6.4521,4.85102,1,2,3,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwlo_exp_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.402,11.83327,5.3424,0.428631,33.63037,2.96959,3.39457,15.36521,3.06536,5.4269300000000005,3.40871,1,2,4,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwlo_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,34.26578,14.01444,6.2351100000000015,0.632633,38.80097,2.8064910000000003,4.158208999999999,16.685270000000003,3.82976,6.44501,4.8762300000000005,1,2,4,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwlo_exp_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.7551,11.97504,5.3563100000000015,0.4337689999999999,34.05829,3.04186,3.5346800000000003,15.361,3.12838,5.52934,3.4630300000000003,1,2,5,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwlo_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,34.23643,14.006050000000002,6.18268,0.633329,38.961031000000006,2.84435,4.272221,16.54861,3.86555,6.51549,4.91481,1,2,5,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.0262,11.86548,5.35008,0.42885,33.37588,2.99859,3.44145,15.007420000000002,3.0825,5.43731,3.40861,2,2,1,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwmed_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.60226,13.95214,6.22767,0.6304529999999999,38.518588,2.824978,4.19428,16.36597,3.81538,6.456009999999999,4.86197,2,2,1,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.303000000000004,11.8882,5.34687,0.4313109999999999,33.57174,3.02203,3.4703600000000003,15.09932,3.0962400000000003,5.46585,3.41794,2,2,2,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwmed_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.88691,13.97558,6.22584,0.6331910000000001,38.704977,2.8341380000000003,4.233649,16.41507,3.84345,6.4913300000000005,4.88734,2,2,2,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwmed_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.37984,13.85606,6.172840000000001,0.629247,38.20022999999999,2.818766,4.218444,16.03258,3.82944,6.454619999999999,4.84638,2,2,3,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwmed_exp_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,32.8814,11.77997,5.33505,0.427621,33.39632,2.96978,3.40639,15.1347,3.06072,5.42485,3.3998800000000005,2,2,4,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwmed_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.7348,13.94641,6.229019999999999,0.6318699999999999,38.641723999999996,2.808837,4.162467,16.53509,3.82357,6.44791,4.86385,2,2,4,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwmed_exp_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.2566,11.93654,5.3579,0.4329960000000001,33.92509,3.04833,3.53769,15.22904,3.12069,5.530950000000002,3.45839,2,2,5,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwmed_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.90017,13.94485,6.17202,0.632071,38.656941,2.841253,4.294008,16.23214,3.86815,6.51675,4.9046400000000006,2,2,5,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwmed_rs_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.5734,13.84987,6.270949999999999,0.6349020000000001,38.564853,2.777626,4.135407,16.62906,3.77615,6.3994,4.84721,2,1,1,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.1725,11.77823,5.4068900000000015,0.4360489999999999,33.559439999999995,2.99143,3.45881,15.24825,3.02846,5.42703,3.40546,2,1,2,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwmed_rs_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.79613,13.87735,6.257429999999999,0.6362979999999999,38.737216000000004,2.79163,4.186746,16.66293,3.79728,6.43224,4.86639,2,1,2,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwmed_rs_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.04092,13.49464,6.233779999999999,0.630484,38.058181,2.717226,4.123975,16.37949,3.69925,6.338909999999999,4.799329999999999,2,1,3,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwmed_rs_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.63368,13.74178,6.285210000000001,0.6354599999999999,38.508478,2.74628,4.101287999999999,16.71104,3.74622,6.36228,4.84137,2,1,4,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag2_gwmed_rs_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,32.6861,11.5007,5.39963,0.431656,33.32472,2.92758,3.4875800000000003,15.08753,2.99799,5.43,3.3940399999999995,2,1,5,1,1,2,3,6,6,2,1,1,2,6
ssp_socio3_ag2_gwmed_rs_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,33.504729999999995,13.597170000000002,6.22032,0.631975,38.587226,2.757881,4.217155,16.58415,3.74278,6.4216,4.863659999999999,2,1,5,2,1,2,3,6,6,2,1,4,2,6
ssp_socio3_ag4_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.1287,14.12961,4.91241,0.4708699999999999,38.49066,3.11925,5.34539,17.429029999999997,3.0832900000000003,5.16982,4.34388,3,2,1,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.6283,16.32764,5.60921,0.667666,43.338468,2.805189,5.899259,18.93556,3.658630000000001,6.03354,6.00629,3,2,1,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.3424,14.17632,4.9272100000000005,0.474381,38.67078,3.12743,5.37725,17.519750000000002,3.10163,5.1965400000000015,4.34818,3,2,2,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.8719,16.352339999999998,5.61088,0.669661,43.50166900000001,2.817292,5.952867,18.96481,3.67735,6.0599500000000015,6.0294,3,2,2,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.5334,13.9903,4.84836,0.467855,38.10825,3.09532,5.31608,17.21133,3.0650500000000003,5.11677,4.3037,3,2,3,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.3022,16.26801,5.5744500000000015,0.667017,43.12348,2.8007880000000003,5.890402,18.749,3.65911,6.03376,5.990419999999999,3,2,3,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_exp_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.8933,14.01847,4.89737,0.469334,38.43132,3.08433,5.295999999999999,17.49854,3.06656,5.16216,4.32373,3,2,4,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.7004,16.345010000000002,5.62056,0.668714,43.71394999999999,2.798873,5.835267,19.38696,3.65466,6.02506,6.013129999999999,3,2,4,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_exp_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.4358,14.23715,4.94653,0.475838,39.00038,3.14525,5.45267,17.6583,3.11734,5.23391,4.3929100000000005,3,2,5,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.151,16.3935,5.61502,0.6700889999999999,43.527473,2.81603,5.9744730000000015,18.95426,3.68236,6.06003,6.04032,3,2,5,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.9486,13.91336,4.93912,0.47267,38.320359999999994,3.0454600000000003,5.30307,17.55526,3.0010700000000003,5.10489,4.3106100000000005,3,1,1,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.58920000000001,16.2337,5.63355,0.6694100000000001,43.668935000000005,2.762083,5.8185920000000015,19.51286,3.6000300000000003,5.97653,5.99884,3,1,1,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.159,13.9728,4.94961,0.476083,38.45058,3.06441,5.352069999999999,17.56213,3.02103,5.1359200000000005,4.3150200000000005,3,1,2,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.8292,16.269379999999998,5.63478,0.6720149999999999,43.833982,2.780012,5.87387,19.53633,3.62138,6.00435,6.01804,3,1,2,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.15470000000001,13.60738,4.89269,0.469459,37.73749,3.0224200000000003,5.3011,17.213060000000002,2.9131,5.02228,4.26553,3,1,3,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.0217,15.94284,5.61811,0.6671699999999999,43.171138,2.714834,5.779904,19.25866,3.53207,5.928640000000001,5.9570300000000005,3,1,3,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.7136,13.757320000000002,4.93607,0.4714649999999999,38.27102,3.01562,5.26853,17.63215,2.96817,5.0879900000000005,4.29856,3,1,4,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.6288,16.12132,5.657830000000001,0.669205,43.655533,2.738791,5.765382,19.63473,3.5748100000000003,5.946680000000001,5.99514,3,1,4,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.92010000000001,13.74533,4.97451,0.473433,38.43074,3.03133,5.41783,17.53806,2.9807200000000003,5.13443,4.3283700000000005,3,1,5,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.41970000000001,16.00978,5.62707,0.668404,43.46109,2.742319,5.930091,19.22026,3.5733,5.98309,6.01203,3,1,5,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.9162,14.22801,4.92051,0.4728199999999999,38.91465999999999,3.12675,5.32626,17.841359999999995,3.08517,5.17293,4.36219,1,2,1,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.4452,16.43913,5.61221,0.6694849999999999,43.813658000000004,2.808242,5.866586,19.41813,3.66328,6.03151,6.02591,1,2,1,2,1,4,3,3,5,1,4,4,2,6
