scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_Wheat_withdrawal,cluster_Rice_withdrawal_MiscAll_withdrawals,cluster_SugarCrop_withdrawal_Wheat_withdrawal,cluster_SugarCrop_withdrawal_MiscAll_withdrawals
ssp_ag4_soc5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,China,water_td_irr_HuangHeR_W,4.4265300000000005,3.12787,25.3261,0.000624888,15.059761200000002,8.85242,1.888649,4.0566200000000014,0.117183,0.1448892,3,1,2,1,2,4,5,3,6,0,6,0,0,4,7,4
ssp_ag4_soc5_gwhi_rs_hadgem_NDC_Tax_uct,2100,China,water_td_irr_HuangHeR_W,4.422619,3.48961,26.32423,0.000900213,14.944196800000002,8.27144,2.025407,4.318280000000001,0.1297384,0.1993314,3,1,2,2,2,4,5,3,6,0,6,5,0,4,3,4
ssp_ag4_soc5_gwhi_rs_ipsl_NDC_Tax_ffict,2100,China,water_td_irr_HuangHeR_W,4.36181,3.1643600000000003,25.29460000000001,0.000626516,15.0072351,8.81666,1.883295,4.04683,0.116039,0.1444111,3,1,3,1,2,4,5,3,6,0,6,5,0,4,7,4
ssp_ag4_soc5_gwhi_rs_ipsl_NDC_Tax_uct,2100,China,water_td_irr_HuangHeR_W,4.426851999999999,3.50961,26.257220000000004,0.000901575,14.937044799999999,8.26329,2.027107,4.31865,0.1294853,0.1985125,3,1,3,2,2,4,5,3,6,0,6,5,0,4,3,4
ssp_ag4_soc5_gwhi_rs_miroc_NDC_Tax_ffict,2100,China,water_td_irr_HuangHeR_W,4.39039,3.12968,25.5822,0.000623594,14.9248082,8.74131,1.895652,4.02557,0.1174311,0.1448451,3,1,4,1,2,4,5,3,6,0,6,0,0,4,7,4
ssp_ag4_soc5_gwhi_rs_miroc_NDC_Tax_uct,2100,China,water_td_irr_HuangHeR_W,4.420688,3.49929,26.48688,0.0008976349999999,14.911213700000001,8.23645,2.036446,4.3098100000000015,0.1294282,0.1990795,3,1,4,2,2,4,5,3,6,0,6,5,0,4,3,4
ssp_ag4_soc5_gwhi_rs_noresm_NDC_Tax_ffict,2100,China,water_td_irr_HuangHeR_W,4.39145,3.10902,25.2899,0.000621358,15.1322095,8.88724,1.910022,4.0702,0.1188648,0.1458827,3,1,5,1,2,4,5,3,6,0,6,0,0,4,7,4
ssp_ag4_soc5_gwhi_rs_noresm_NDC_Tax_uct,2100,China,water_td_irr_HuangHeR_W,4.41211,3.47096,26.15827,0.0008817769999999,14.9528585,8.27502,2.03804,4.315169999999999,0.1303917,0.1942368,3,1,5,2,2,4,5,3,6,0,6,5,0,4,3,4
ssp_ag4_soc5_gwlo_exp_gfdl_NDC_Tax_ffict,2100,China,water_td_irr_HuangHeR_W,4.521380000000001,3.1848400000000003,25.8935,0.000615518,15.198945000000002,8.925510000000001,1.911094,4.0951,0.118771,0.14847,1,2,1,1,2,4,5,3,6,0,6,5,0,4,7,4
ssp_ag4_soc5_gwlo_exp_gfdl_NDC_Tax_uct,2100,China,water_td_irr_HuangHeR_W,4.553565,3.50759,26.534440000000004,0.000904914,14.7662133,8.180719999999999,1.99218,4.27316,0.1307649,0.1893884,1,2,1,2,2,4,5,3,6,0,6,5,0,4,3,4
ssp_ag4_soc5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,China,water_td_irr_HuangHeR_W,4.45499,3.14867,25.4212,0.0006252419999999,15.0670354,8.854619999999999,1.8925,4.05778,0.1170079999999999,0.1451274,1,2,2,1,2,4,5,3,6,0,6,0,0,4,7,4
ssp_ag4_soc5_gwlo_exp_hadgem_NDC_Tax_uct,2100,China,water_td_irr_HuangHeR_W,4.494015,3.77351,26.45668,0.0008499989999999,15.3331451,8.419509999999999,2.096091,4.48911,0.1282434999999999,0.2001906,1,2,2,2,2,4,5,3,6,0,6,5,0,4,3,4
ssp_ag4_soc5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,China,water_td_irr_HuangHeR_W,4.4225200000000005,3.1441,25.2383,0.0006205259999999,15.010518000000001,8.83005,1.872981,4.04747,0.1161211,0.1438959,1,2,3,1,2,4,5,3,6,0,6,0,0,4,7,4
ssp_ag4_soc5_gwlo_exp_ipsl_NDC_Tax_uct,2100,China,water_td_irr_HuangHeR_W,4.438361,3.4955,26.28172,0.000893171,14.9550692,8.279679999999999,2.015048,4.33153,0.1296288,0.1991824,1,2,3,2,2,4,5,3,6,0,6,5,0,4,3,4
ssp_ag4_soc5_gwlo_exp_miroc_NDC_Tax_ffict,2100,China,water_td_irr_HuangHeR_W,4.46791,3.12038,25.5325,0.000617555,14.937019699999999,8.75508,1.888912,4.03113,0.117212,0.1446857,1,2,4,1,2,4,5,3,6,0,6,0,0,4,7,4
