11.350,18.775,28.354,35.697,30.135,13.790,6.529,4.962,3.256,3.057,4.263,7.120
11.658,18.675,27.109,33.815,28.753,12.893,5.991,4.642,2.822,2.462,3.707,6.494
10.642,18.319,27.877,35.508,28.704,12.845,5.904,4.555,3.722,2.575,3.436,6.337
10.830,17.898,26.263,33.780,28.124,12.529,6.161,5.960,5.696,3.424,4.251,6.820
10.884,18.367,26.706,33.600,28.115,12.676,6.552,7.723,4.079,3.303,4.078,6.889
11.365,18.747,27.812,34.643,28.575,12.730,6.127,5.971,3.460,3.085,4.295,7.531
11.259,18.469,28.043,34.778,29.820,13.066,5.913,3.884,2.600,2.960,3.884,6.430
10.644,17.711,27.330,34.029,28.164,12.574,7.830,7.752,5.269,4.488,4.447,6.898
11.108,18.510,26.853,33.866,28.411,12.667,6.270,6.428,4.060,3.121,3.846,6.627
10.738,18.860,28.684,35.628,28.514,12.604,6.236,6.175,5.503,3.611,4.103,7.325
11.523,19.680,28.615,35.678,29.101,12.878,5.973,4.211,4.464,3.303,3.935,6.637
10.957,18.960,28.175,35.353,28.733,12.755,6.064,5.341,11.363,5.258,4.785,6.994
10.757,17.619,27.758,35.263,28.242,12.709,7.488,4.820,3.157,2.584,3.538,6.257
10.496,17.895,26.340,34.064,28.193,12.523,6.803,6.811,5.440,3.426,4.129,7.215
11.390,18.545,27.458,35.073,28.518,12.728,7.643,10.478,7.497,4.595,4.469,6.643
10.857,17.819,26.894,34.973,28.393,12.857,6.164,5.935,4.058,3.235,3.730,6.364
10.752,17.976,26.600,34.338,28.475,12.691,6.177,10.225,8.071,4.209,4.421,6.949
10.739,18.298,27.724,34.380,28.558,12.647,5.965,4.232,5.019,4.104,4.267,6.829
10.914,17.678,26.536,33.424,28.018,12.533,6.157,6.617,4.546,3.546,4.439,6.777
10.823,18.084,26.390,33.398,27.936,12.645,7.693,9.598,6.078,3.889,4.436,6.723
10.775,18.168,26.827,33.657,28.078,12.992,8.153,7.626,4.579,3.360,4.222,6.666
10.707,18.241,26.769,33.536,28.088,12.709,5.981,5.136,4.874,3.355,4.067,6.708
11.101,18.451,27.025,33.919,28.524,12.630,5.966,4.701,4.260,3.657,4.367,6.850
10.953,18.938,26.623,33.625,28.258,12.625,6.006,5.188,3.956,4.262,4.672,6.930
11.210,18.990,26.557,33.911,28.221,12.582,5.966,4.201,3.185,2.887,4.013,6.832
10.516,17.832,26.686,33.418,27.911,12.539,7.333,9.911,6.965,4.187,5.046,7.986
11.288,18.162,27.860,34.192,28.231,12.783,6.472,5.470,4.548,3.482,4.503,6.788
10.776,18.446,26.316,33.704,28.058,12.784,7.015,7.977,4.909,3.816,4.446,6.981
10.561,18.955,27.555,35.475,28.575,12.699,5.796,3.946,2.891,2.651,3.723,6.542
11.136,18.277,26.239,33.350,28.356,13.190,6.522,8.331,4.853,3.461,4.074,6.772
