4.978,6.976,11.688,17.142,23.625,28.853,34.200,28.589,12.434,5.507,4.220,4.278
5.286,6.876,10.443,15.260,22.243,27.956,33.662,28.269,12.000,4.912,3.664,3.652
4.270,6.520,11.211,16.953,22.194,27.908,33.575,28.182,12.900,5.025,3.393,3.495
4.458,6.099,9.597,15.225,21.614,27.592,33.832,29.587,14.874,5.874,4.208,3.978
4.512,6.568,10.040,15.045,21.605,27.739,34.223,31.350,13.257,5.753,4.035,4.047
4.993,6.948,11.146,16.088,22.065,27.793,33.798,29.598,12.638,5.535,4.252,4.689
4.887,6.670,11.377,16.223,23.310,28.129,33.584,27.511,11.778,5.410,3.841,3.588
4.272,5.912,10.664,15.474,21.654,27.637,35.501,31.379,14.447,6.938,4.404,4.056
4.736,6.711,10.187,15.311,21.901,27.730,33.941,30.055,13.238,5.571,3.803,3.785
4.366,7.061,12.018,17.073,22.004,27.667,33.907,29.802,14.681,6.061,4.060,4.483
5.151,7.881,11.949,17.123,22.591,27.941,33.644,27.838,13.642,5.753,3.892,3.795
4.585,7.161,11.509,16.798,22.223,27.818,33.735,28.968,20.541,7.708,4.742,4.152
4.385,5.820,11.092,16.708,21.732,27.772,35.159,28.447,12.335,5.034,3.495,3.415
4.124,6.096,9.674,15.509,21.683,27.586,34.474,30.438,14.618,5.876,4.086,4.373
5.018,6.746,10.792,16.518,22.008,27.791,35.314,34.105,16.675,7.045,4.426,3.801
4.485,6.020,10.228,16.418,21.883,27.920,33.835,29.562,13.236,5.685,3.687,3.522
4.380,6.177,9.934,15.783,21.965,27.754,33.848,33.852,17.249,6.659,4.378,4.107
4.367,6.499,11.058,15.825,22.048,27.710,33.636,27.859,14.197,6.554,4.224,3.987
4.542,5.879,9.870,14.869,21.508,27.596,33.828,30.244,13.724,5.996,4.396,3.935
4.451,6.285,9.724,14.843,21.426,27.708,35.364,33.225,15.256,6.339,4.393,3.881
4.403,6.369,10.161,15.102,21.568,28.055,35.824,31.253,13.757,5.810,4.179,3.824
4.335,6.442,10.103,14.981,21.578,27.772,33.652,28.763,14.052,5.805,4.024,3.866
4.729,6.652,10.359,15.364,22.014,27.693,33.637,28.328,13.438,6.107,4.324,4.008
4.581,7.139,9.957,15.070,21.748,27.688,33.677,28.815,13.134,6.712,4.629,4.088
4.838,7.191,9.891,15.356,21.711,27.645,33.637,27.828,12.363,5.337,3.970,3.990
4.144,6.033,10.020,14.863,21.401,27.602,35.004,33.538,16.143,6.637,5.003,5.144
4.916,6.363,11.194,15.637,21.721,27.846,34.143,29.097,13.726,5.932,4.460,3.946
4.404,6.647,9.650,15.149,21.548,27.847,34.686,31.604,14.087,6.266,4.403,4.139
4.189,7.156,10.889,16.920,22.065,27.762,33.467,27.573,12.069,5.101,3.680,3.700
4.764,6.478,9.573,14.795,21.846,28.253,34.193,31.958,14.031,5.911,4.031,3.930
