Statistic,Value
Mean Annual Scarcity,1.9832818035794413
Mean Variability,22.036678838221007
Mean Surplus Capacity,2.7649271785619747
Mean Deficit Severity,19.271751659659035
Mean Storage Adequacy,0.7647760051790682
Storage Adequacy Points Distribution,[145 184 671]
