Statistic,Value
Mean Annual Scarcity,1.3360995932918818
Mean Variability,19.426681255555557
Mean Surplus Capacity,8.481726777777778
Mean Deficit Severity,10.944954477777781
Mean Storage Adequacy,0.8095295757618605
Storage Adequacy Points Distribution,[ 31 221 748]
